pre,post,diff,pre_joint,post_joint,diff_joint,pre_exc_enc,pre_inh_enc,post_exc_enc,post_inh_enc
29.097596969621005,33.46694760327114,41.58827222701619,38.28631096607804,33.692104120671516,48.48113156860063,12.814222066427464,5.875549971617297,12.814222066427464,5.875549971617297
32.713530872676515,37.85655466806423,42.00073795098666,42.80376498648431,38.08433099080643,50.383621867446074,12.676561042172239,6.025653948651307,12.676561042172239,6.025653948651307
33.01791122536226,31.12412373343011,42.52779416898605,42.64039583734381,31.449085005761738,50.53916096530977,12.763220202854649,6.023497749680359,12.763220202854649,6.023497749680359
30.2595550657902,34.574208474913505,39.306013597618126,39.91905071518781,37.29690497417457,49.131971381375934,12.898101278257377,6.0003156740097365,12.898101278257377,6.0003156740097365
32.286171056556604,38.67361541062519,45.83835320429776,42.525303165111715,38.85540230802299,53.65974899942889,12.829778426847325,6.060136098717029,12.829778426847325,6.060136098717029
31.92891278198986,37.88544657333025,44.34738187015022,43.14846507131328,38.20148710910707,53.19227772359317,12.639405490782488,6.042849471548439,12.639405490782488,6.042849471548439
29.734358762847446,37.194928151868176,44.19203400604534,39.58297009290564,37.4192996310102,51.435147368803555,12.950387818161243,5.91366461600718,12.950387818161243,5.91366461600718
32.83517935773371,33.56482277039093,42.42746083887255,43.39580409411492,33.830481143919236,51.299075823142786,12.735265837529617,5.89276794724907,12.735265837529617,5.89276794724907
32.02526774925464,35.79325179179786,44.301616074853676,41.414860479432825,36.28255467359436,51.70183553900035,12.637113148505293,5.935891761544858,12.637113148505293,5.935891761544858
32.86440372504226,33.41910846550473,44.86444505924697,42.684701651230775,33.683736672750456,52.572019179110754,12.97023780657825,6.076555728588453,12.97023780657825,6.076555728588453
32.14227093890974,35.86756210883199,42.47981443318775,42.475391206519205,36.06349638097079,50.7873482247791,12.87375144039096,6.022356902709925,12.87375144039096,6.022356902709925
31.99291829233057,34.86520896949737,43.94073678971151,42.86091762051259,35.41353928835364,52.54849744276248,12.863115466777169,6.027323858287539,12.863115466777169,6.027323858287539
29.84077292859718,35.83943857327089,43.01263980985569,38.48268438042535,36.07039455916011,49.56405400101697,12.852789930826127,6.041204813838321,12.852789930826127,6.041204813838321
30.712482157207557,31.06862241650439,41.16387512818729,40.68432722151177,31.32061357145293,49.1273789814783,12.738547188370923,6.195465663041871,12.738547188370923,6.195465663041871
30.874209245961303,31.911953647588703,41.414600954229385,40.79962366614609,32.578534107736566,49.55270208996063,12.760094965306216,5.907271570187996,12.760094965306216,5.907271570187996
31.285185855326425,32.87621340888209,42.60154066762181,42.71534512601922,33.12543683011542,51.676224030268045,12.713635528288117,5.909229467311513,12.713635528288117,5.909229467311513
30.724177788615666,34.23416600898211,42.43017426940681,39.67934682278712,34.49893421918151,49.466066875300264,12.98318025373201,6.1249459794936145,12.98318025373201,6.1249459794936145
30.744898324869833,32.86998610812962,41.4819129277165,39.5390193523288,33.7035044098149,48.82496240443408,12.864438437835933,5.969578465489329,12.864438437835933,5.969578465489329
30.45448859693382,34.85632152562374,42.39236187230542,43.008436579232836,35.677031720362656,52.3567022551113,12.82115336002491,6.039533183627445,12.82115336002491,6.039533183627445
36.580881828326035,36.93780132216774,49.1306693863103,52.6218937013104,37.90781759702288,62.61032672955985,12.751064572848186,5.890542042148836,12.751064572848186,5.890542042148836
32.8246237721376,32.09738849248107,37.18512647889247,41.314119988475724,32.16323464357635,44.915764939899816,12.916635801191184,6.076692522732981,12.916635801191184,6.076692522732981
34.545796251293964,17.846182370202392,39.00746694307592,42.667388280899374,18.04865296180335,46.40077633197311,12.782294265933272,6.168049437349797,12.782294265933272,6.168049437349797
31.601174533671028,29.70191085767613,36.882062700427554,39.533536824775375,32.6315877119471,45.73901449485312,12.787354051689205,6.137286360071427,12.787354051689205,6.137286360071427
33.287770031168826,31.677370191727828,41.93109885516541,41.902273797168924,31.69358485360198,49.055003217924245,12.830928365337842,5.947987564503028,12.830928365337842,5.947987564503028
32.900256092375095,30.125337428325835,40.56757529083708,42.13692483650379,30.307033663432524,48.59616259062448,12.81361557126844,5.930186116195683,12.81361557126844,5.930186116195683
30.206125790637056,28.191914367202703,39.83311702905387,38.49104389278876,28.257018939720165,46.42901013202038,12.760727795640477,5.925468365244363,12.760727795640477,5.925468365244363
33.545794481660806,25.569073266298325,38.54971600357455,42.619861774459466,25.6635035320196,46.72572337635771,12.679566680174021,6.065229865156755,12.679566680174021,6.065229865156755
32.11203403560507,26.205407497991946,40.08860787127438,40.7351585128731,26.625627898069663,47.448933188571445,13.098951093114174,6.022270442691125,13.098951093114174,6.022270442691125
33.96433197102801,23.374876631282245,40.19317636323108,42.35268837561269,23.4750067552071,47.51991527514455,12.701059555108799,5.969068024715498,12.701059555108799,5.969068024715498
32.904849999148524,27.736444775949494,36.88960889737828,41.17492346395269,27.75496185221659,44.43122216074273,12.810246917382614,6.019849171599584,12.810246917382614,6.019849171599584
32.20237835609534,24.602407648839165,39.257208071196935,41.49189472185055,25.114701064914897,47.393706496027114,12.755564738614174,6.117940765332156,12.755564738614174,6.117940765332156
30.530808425902205,27.89124442746445,39.000968951957475,37.77441436129883,27.954665105096968,44.92341729094664,12.83905885661527,6.0296685514519295,12.83905885661527,6.0296685514519295
31.747637776788523,17.71397210975094,35.22243314060708,39.893164347714425,17.85365716387188,42.74414838754662,12.710046665640135,6.1094808101134115,12.710046665640135,6.1094808101134115
31.88456404631909,20.45342871809174,37.09839375785839,40.33539474748421,21.172260728332596,44.65322639761208,12.745065783840325,6.158360555857102,12.745065783840325,6.158360555857102
31.191793588049446,21.023597084549245,36.29472640781124,41.5124510921044,21.103899413909414,45.474917198029374,12.736222895031434,5.920576345980361,12.736222895031434,5.920576345980361
31.601556915353754,22.736943615215214,36.497952268652256,38.998075448840275,22.849523494149125,43.11157486351392,12.745291885278613,6.011688880269761,12.745291885278613,6.011688880269761
30.822943343845154,22.59746443647148,36.2993314017697,38.25681283059033,23.51742759594894,43.3525169605721,12.744024684250684,6.036240106881853,12.744024684250684,6.036240106881853
31.544162539533712,24.950732514232154,37.339390138409485,42.30902869225394,25.833317133000822,46.907902722175024,12.797171684622265,5.882686584507662,12.797171684622265,5.882686584507662
37.00058753222203,26.98331664437923,45.736568060475555,51.65775306653536,28.026197461384452,58.62165230813216,12.965180468850647,6.0142453566840635,12.965180468850647,6.0142453566840635
37.019711976180474,31.150050638008928,40.53500648311463,46.073787162413,31.30127059367878,49.07887548312271,12.701474191727009,5.9302533299322775,12.701474191727009,5.9302533299322775
34.3358070326176,37.23861664850419,38.1841973997917,43.05256566538281,39.64224785985906,48.55194476578672,12.79509486390906,6.06985679574327,12.79509486390906,6.06985679574327
36.173926886822805,39.69446128961547,43.23405416002636,45.57026959371439,39.73479625170578,51.38908156278274,12.54338524289631,6.091720232973202,12.54338524289631,6.091720232973202
35.78960915225528,38.02707849580494,42.503984229526935,45.87908153842526,38.19967631688968,51.52337107969346,12.85274318409903,5.985016334852878,12.85274318409903,5.985016334852878
33.35488551433042,37.19861145599022,41.506421218222535,42.852249797859905,37.27717821145841,49.47910530880503,12.773513041336903,6.026773213962919,12.773513041336903,6.026773213962919
35.34022202345322,34.15814316734123,39.3947199888843,44.05838725858941,34.2606609388132,47.45984903224332,12.736428322356712,6.162482032279448,12.736428322356712,6.162482032279448
35.76592546325432,35.325643558477026,42.08397480182443,45.1016528104565,35.66900628184519,50.613078420791545,12.849097472739503,6.07603297135282,12.849097472739503,6.07603297135282
34.27495615025374,33.74872664263826,41.01322961516968,42.44089832042633,33.85031568703554,48.08936030270877,12.791993922081147,6.040781433015258,12.791993922081147,6.040781433015258
36.25917463922205,34.12834900159963,37.11998583646899,45.35738846617917,34.17525393712207,46.092132582521145,12.603676736179084,5.96422070436884,12.603676736179084,5.96422070436884
36.22272818438801,35.23154822669042,41.487880137403344,46.55500396710872,35.621734592704485,50.88329750246342,12.830483294666982,6.103518353108566,12.830483294666982,6.103518353108566
33.923377702554134,36.227993074035034,40.62364012612517,42.064480932853776,36.30682449734455,47.69227923260386,12.982008743517813,5.936467163202136,12.982008743517813,5.936467163202136
34.92600833182657,31.293743533197638,38.8785081275637,44.08925295717309,31.40768835850034,47.34390651327091,12.790327379164847,5.968503786469239,12.790327379164847,5.968503786469239
35.3375466278988,32.65624844255121,39.02604392323773,44.26592332124689,33.14405946541782,47.47276280957587,12.806630478551364,6.078043899099986,12.806630478551364,6.078043899099986
34.98462189105146,32.446201560825926,38.81401908948058,45.99714196618323,32.53175632067489,49.00773968761747,12.889844498625386,6.037672537455222,12.889844498625386,6.037672537455222
34.3510018489875,32.78816475458388,37.95946092625779,42.601317814421925,32.8760007326037,45.636719422860885,12.901711069042065,5.997237393466371,12.901711069042065,5.997237393466371
34.576707242453594,33.570356995326,38.47925407259572,42.818680396384686,34.19651686475369,46.45534912435322,12.675542088708628,6.095484661531899,12.675542088708628,6.095484661531899
35.17733398806868,35.926312374866164,40.21718288260555,46.68889004730007,36.57454551237763,50.93504382134523,12.94425578801619,6.0509544364699215,12.94425578801619,6.0509544364699215
39.306335379778375,36.42431807221101,46.73847954072973,54.421977900373896,37.26180929559428,60.50612616561988,12.89605098451285,6.028248625267585,12.89605098451285,6.028248625267585
