pre,post,diff,joint_pre,joint_post,joint_diff
1.0,0.8822222222222222,0.11777777777777776,1.0,0.8822222222222222,0.11777777777777776
1.0,0.9611111111111111,0.03888888888888886,1.0,0.9611111111111111,0.03888888888888886
1.0,0.8111111111111111,0.18888888888888888,1.0,0.81,0.18999999999999995
1.0,0.9833333333333334,0.016666666666666607,1.0,0.9766666666666667,0.023333333333333317
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.9666666666666667,0.033333333333333326,1.0,0.9666666666666667,0.033333333333333326
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.9488888888888889,0.05111111111111111,1.0,0.981111111111111,0.018888888888888955
1.0,1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.9855555555555555,0.014444444444444482,1.0,0.9988888888888889,0.0011111111111110628
1.0,0.98,0.020000000000000018,1.0,0.98,0.020000000000000018
1.0,0.8533333333333333,0.14666666666666672,1.0,0.8577777777777778,0.14222222222222225
1.0,1.0,0.0,1.0,1.0,0.0
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.8711111111111112,0.12888888888888883,1.0,0.8722222222222222,0.12777777777777777
1.0,0.9988888888888889,0.0011111111111110628,1.0,0.9988888888888889,0.0011111111111110628
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.98,0.020000000000000018,1.0,0.9766666666666667,0.023333333333333317
1.0,0.87,0.13,1.0,0.87,0.13
1.0,0.9588888888888889,0.0411111111111111,1.0,0.9577777777777778,0.04222222222222216
