precision,recall,f1-score,support,status,source
1.0,1.0,1.0,267.0,on,1
1.0,1.0,1.0,165.5,on,2
1.0,1.0,1.0,252.33333333333334,on,3
0.9962825278810409,0.9935661764705882,0.994916820702403,229.75,on,4
