pre,post,diff,joint_pre,joint_post,joint_diff
1.0,0.9433333333333334,0.05666666666666664,1.0,0.9411111111111111,0.05888888888888888
1.0,0.8688888888888888,0.13111111111111118,1.0,0.8688888888888888,0.13111111111111118
1.0,0.9822222222222222,0.01777777777777778,1.0,0.991111111111111,0.008888888888888946
1.0,0.9816666666666667,0.018333333333333313,1.0,0.9816666666666667,0.018333333333333313
1.0,0.991111111111111,0.008888888888888946,1.0,0.991111111111111,0.008888888888888946
1.0,0.9444444444444444,0.05555555555555558,1.0,0.9450000000000001,0.05499999999999994
1.0,0.9633333333333333,0.036666666666666736,1.0,0.9633333333333333,0.036666666666666736
1.0,0.8816666666666667,0.11833333333333329,1.0,0.88,0.12
1.0,0.9494444444444444,0.050555555555555576,1.0,0.9494444444444444,0.050555555555555576
1.0,0.9838888888888889,0.016111111111111076,1.0,0.9838888888888889,0.016111111111111076
1.0,0.9372222222222222,0.06277777777777782,1.0,0.9355555555555556,0.06444444444444442
1.0,0.9099999999999999,0.09000000000000008,1.0,0.9077777777777778,0.0922222222222222
1.0,0.8683333333333334,0.1316666666666666,1.0,0.8683333333333334,0.1316666666666666
1.0,0.883888888888889,0.11611111111111105,1.0,0.883888888888889,0.11611111111111105
1.0,0.9511111111111111,0.04888888888888887,1.0,0.9577777777777778,0.04222222222222216
1.0,0.9466666666666667,0.053333333333333344,1.0,0.9422222222222222,0.05777777777777782
1.0,0.8338888888888889,0.1661111111111111,1.0,0.8355555555555556,0.1644444444444444
1.0,0.981111111111111,0.018888888888888955,1.0,0.981111111111111,0.018888888888888955
1.0,0.8527777777777779,0.14722222222222214,1.0,0.8544444444444446,0.14555555555555544
1.0,0.9672222222222222,0.032777777777777795,1.0,0.9650000000000001,0.03499999999999992
1.0,0.9244444444444444,0.0755555555555556,1.0,0.9172222222222222,0.08277777777777784
