pre,post,diff,joint_pre,joint_post,joint_diff
1.0,0.8277777777777778,0.17222222222222217,1.0,0.8277777777777778,0.17222222222222217
1.0,0.8933333333333333,0.10666666666666669,1.0,0.8922222222222221,0.10777777777777786
1.0,0.6616666666666666,0.3383333333333334,1.0,0.6566666666666667,0.34333333333333327
1.0,0.6094444444444445,0.39055555555555554,1.0,0.6094444444444445,0.39055555555555554
1.0,0.6444444444444444,0.3555555555555556,1.0,0.6461111111111111,0.3538888888888889
1.0,0.7283333333333334,0.2716666666666666,1.0,0.735,0.265
1.0,0.605,0.395,1.0,0.6055555555555555,0.3944444444444445
1.0,0.7883333333333333,0.21166666666666667,1.0,0.7911111111111111,0.2088888888888889
1.0,0.7583333333333333,0.2416666666666667,1.0,0.77,0.22999999999999998
1.0,0.7227777777777779,0.27722222222222215,1.0,0.7244444444444444,0.27555555555555555
1.0,0.6472222222222221,0.35277777777777786,1.0,0.7405555555555556,0.25944444444444437
1.0,0.8233333333333333,0.17666666666666675,1.0,0.8183333333333334,0.18166666666666664
1.0,0.7183333333333333,0.28166666666666673,1.0,0.7205555555555556,0.2794444444444444
1.0,0.7022222222222223,0.2977777777777777,1.0,0.6994444444444444,0.3005555555555556
1.0,0.6950000000000001,0.30499999999999994,1.0,0.6916666666666667,0.30833333333333335
1.0,0.74,0.26,1.0,0.7411111111111112,0.25888888888888884
1.0,0.8183333333333334,0.18166666666666664,1.0,0.7949999999999999,0.20500000000000007
1.0,0.9916666666666667,0.008333333333333304,1.0,0.9933333333333334,0.006666666666666599
1.0,0.5561111111111111,0.4438888888888889,1.0,0.5494444444444444,0.4505555555555556
1.0,0.5872222222222222,0.4127777777777778,1.0,0.5888888888888888,0.4111111111111112
1.0,0.7283333333333333,0.2716666666666667,1.0,0.7394444444444443,0.26055555555555565
