precision,recall,f1-score,support,status,source
1.0,1.0,1.0,240.0,off,1
1.0,1.0,1.0,196.5,off,2
1.0,1.0,1.0,164.33333333333334,off,3
1.0,1.0,1.0,226.25,off,4
