precision,recall,f1-score,support,status,source
1.0,1.0,1.0,248.0,on,1
1.0,1.0,1.0,276.0,on,2
1.0,1.0,1.0,216.33333333333334,on,3
1.0,1.0,1.0,227.5,on,4
