pre,post,diff,pre_joint,post_joint,diff_joint
21.885291939933406,4.483393351922201,22.11998840426372,40.56816894579128,5.694999805461215,40.770932752647724
22.70850547444129,5.417408156532998,22.940596586862718,42.51197116947263,6.520315657672571,42.73829898678825
19.899638155042556,7.46641742613729,21.48421524746549,37.581683878075644,8.890737720124374,38.62553497375219
19.778362194278987,5.399748577255177,20.364583036369577,39.017781615442324,6.910378079090274,39.50487010112572
21.368780095549646,4.4213536989218625,21.832504369977755,38.71537321511577,5.626481743254498,38.97870799793465
20.373450239799276,2.998693535816642,20.541744445380054,40.62046022118107,5.287966498110575,40.84681666013692
19.507767303436374,2.6122160136986903,19.649088950826183,36.87688657548057,3.9216492182953027,36.978467196506784
19.914977458534306,4.737075018597787,20.33493677996127,38.99658756193681,6.157102681850071,39.330815739386125
20.01185548206743,3.3086786118546745,20.18247131392354,38.3340583443091,5.612325486542691,38.55321996271593
19.922135480522503,7.344169255632454,20.992962997403254,38.50432005900949,8.964057892708396,39.22706483649596
21.055944595991868,2.7500037142910587,21.241936110305716,41.4587924289163,4.874932926706534,41.6336853391301
21.08810598233762,6.733608938176309,22.209172422872,39.59706512073579,8.172967123655992,40.349895560790706
20.434935484155492,5.68749376500048,21.12722250851789,39.158630136448146,7.324316627816148,39.61717518934797
19.729055782178193,3.1699449685237973,19.95673847016339,38.51600072685383,4.678685719580485,38.61987219092933
22.744193910512575,4.287665430057011,23.002086319163197,41.34627430335278,5.991676260382168,41.5889285782752
20.131547061730373,2.758106832691866,20.227078637505286,38.33218209408288,5.285641279236619,38.515211975575845
21.60790197928714,4.537458881217254,21.839629390534338,42.215238908525805,6.335827543966891,42.35765910323261
19.597451339680955,2.667314682525249,19.72650675296307,36.46731776912416,4.0439017091118306,36.50999951938661
19.714537191546704,7.552836388364999,20.47435702856606,38.85487604346963,8.512662008092557,39.42898856483376
20.094763928144303,3.619959211868252,20.320496406713538,40.335881509920064,5.238931599343576,40.41696697457827
22.700967047824246,6.694438149466096,23.133952554747275,42.69052002554257,7.5679051903715875,43.03659852741509
20.233969361623167,8.43884871136034,22.060158337477574,37.80397934088706,9.685219527308101,38.91424433695621
21.62234797581067,6.435187112914143,22.149915782075148,39.693936165726534,7.573439911628517,40.16617424599275
21.74442283253298,6.246637943268589,22.60648395447117,38.80896715292517,7.100767251691561,39.34778227808721
21.177260656044886,4.945598175514257,21.56889729798997,41.50020483306115,6.5361188613157575,41.80251430852026
20.593142996794956,4.928805152349907,20.8650188547511,37.34700783147495,5.669238221416491,37.467490653207115
19.6632628742875,6.1568383220387295,20.38857851446076,39.20417267833665,7.257284169643155,39.63828125891376
20.29008282065508,5.126956218865872,20.63916596442613,38.90658159901138,6.791760079149282,39.21151323897645
20.14770276203975,8.330371040091377,21.467753377763184,38.95128984147898,9.752131828797753,39.75470432870902
21.569108026887818,4.8082066470808105,21.795280732995447,41.887201230090916,6.213918527347405,42.11627239704331
21.268141439602235,7.673143586203148,22.235399233053126,39.87875370071085,9.034776466215218,40.53682187244594
20.871836150034273,6.914793107448752,21.53585991935626,39.2560801041548,8.390860711769538,39.748183720224525
20.054643860109184,5.24576008134917,20.535596879034056,38.816269707933344,6.2169952133180715,39.02572628252443
22.721450511460613,5.818148608621765,23.056276901490627,41.5822828524561,7.117474586771279,41.79803511932825
20.670306512038557,5.007654244069639,20.879194649418743,39.0153285841675,6.685726075198084,39.19137767612357
21.34459692196126,6.004607521781818,21.706320157078736,42.542502250129694,7.409518928445849,42.721963570931074
20.318713849445654,4.958227036272328,20.56888309726556,37.28300993660835,5.754482639887885,37.369598961426306
20.723987523224277,8.401594383066909,21.33938695145389,40.0011439993109,9.126353037860213,40.421692067582306
20.791979807013632,5.345173812654855,21.24822872477522,40.45527078492709,6.496511709118087,40.619101344780375
21.629166052703766,8.75229209827683,23.130724765175028,40.30756027346789,10.001296165875592,41.32906376846485
22.17403318560342,6.551650116889377,22.78030026707453,42.29945819345828,7.851473731078881,42.84373750377293
22.61521369421319,6.653327509394229,23.29196523888609,41.60692155863753,7.516726363301463,42.03652982240162
21.10288160763457,5.806079687537927,21.68820024518027,43.044880751588494,7.266805907598942,43.44651869723837
21.41328045630491,5.4357826716547155,21.919526061755313,39.81722546814306,6.182950213278208,40.216112714016845
21.12066746592374,6.572999599711552,22.009055194887587,41.25067987228574,7.6681052052063965,41.86886597296481
20.66972539927739,5.972081092285715,21.241769792827668,40.25873538684349,7.506135875433625,40.75013527087949
21.006256232082865,8.86877784543445,22.16857994084928,40.74916018499025,10.256617976575063,41.55203809734143
22.46671741875422,5.45849030760444,22.74519626322043,43.62727296359317,6.791395073677249,43.89514129389906
22.64199025111335,8.039729403593777,23.45580333888577,42.47077780944503,9.392619468927343,43.085098160154494
21.81384847647191,7.224837159376756,22.49788051364909,41.63906309342387,8.696231945508627,42.27657783725283
21.71375626989423,5.889165703644627,22.070231051922526,41.564860885774685,6.830029402674942,41.878152481928694
23.644829561904775,6.565247387296077,24.62030728840933,44.01425339874683,7.793847754658947,44.76024979908579
21.434742073797555,5.685556412246169,21.900940263901465,41.27268659897505,7.265114049094148,41.812965401499696
22.480333150835516,6.42622905361252,23.022359404389498,44.6857703666919,7.808718039148868,45.09321564429522
20.811286866362586,5.816840668920926,21.253961783687103,39.399975942488815,6.572647014882082,39.75472829810815
21.55324515979147,8.702829032197675,22.356516702127404,41.9018953926785,9.554307411610628,42.5128326544234
