pre,post,diff,pre_joint,post_joint,diff_joint
7.52819358181266,3.6353045879764063,8.399763651630188,26.56136944903558,5.355812988291039,26.821266898846144
7.632339463189326,2.6670309000746126,7.879602370724838,27.10054061794089,5.379487403118202,27.274853613673407
8.586780171695064,3.4942234638108913,9.0696395896792,27.95440244895374,5.582052660364013,28.178488461957222
8.697591888532207,2.971820348816123,9.04332104031591,25.025733729257986,4.804616720283455,25.151283116252397
8.503001482461116,6.547891999004461,10.300814812712321,27.146928808291964,7.794329447600234,27.75153428133836
8.043927196507262,3.3396172707888923,8.32595488826574,25.308486132136576,6.602859459879914,25.663487242381194
9.6562820585101,3.043779497102037,10.105150760691211,29.49389650474159,5.212519144939985,29.766046567368775
8.487053999392971,2.8545376053654734,8.82155873299352,26.317514695985302,6.036173985916251,26.431712254157176
8.997853240930272,3.489999266444859,9.50221009812393,29.686033326624088,5.072457185886652,29.81955861823889
9.047447807057992,2.32252346970008,9.308860855766632,27.687137951798,4.8737211539146195,27.817630812915286
8.60639699358648,2.347305423845993,8.864192268144087,27.32791290664303,5.2283338276918085,27.49634129573643
8.75697308047256,2.899902318561916,9.096461407614251,28.295604355611093,4.980402157553078,28.34326063990395
9.005749745873768,2.0354386156436246,9.177677403946726,27.904478806615423,5.373827445673197,28.12289122159029
8.003301536422535,6.270287283804023,10.21008400976783,27.66418939535665,7.5213346308484486,28.35464207728627
9.58175737592496,3.0832712355565244,9.963452034277786,29.72932981582093,4.913459138613549,29.95225478998417
9.20087030683407,2.680982015290902,9.548198591280698,27.78849916936125,4.795012231196631,28.046125098338983
8.80515509736058,2.673390050406382,9.166379742674541,28.10293916549412,5.481011282585471,28.153174107084435
7.9662651009014445,4.261705258287593,9.105286168941124,27.14201470420028,6.1700936203815555,27.578539237418017
10.11137526418,2.268243268122729,10.338212692984953,26.903860192295973,5.792044695322943,26.900238766103627
8.824944032441433,3.291177360232924,9.351545875548261,27.063496209457046,5.883197514337452,27.192936895942594
7.691420160374219,3.4523030005841697,8.329385296566175,27.980574312352854,5.137350406178555,28.179800300936233
8.54016156703193,4.8111354536553534,9.666915623290597,28.837413430510722,6.061929493405005,29.149581306367683
8.447641962451492,4.215029488426478,9.521676538664225,25.61087774485742,4.966612680807759,25.937885191697553
8.586824577589024,6.917498378319052,10.277646043033569,28.243628477414827,7.640458625685642,28.79217815534018
7.846157422346254,4.481941645985434,8.7187435678835,26.24723494058833,6.721655505845175,26.665151047550573
9.231518502526603,4.024510118503897,10.093934843546066,30.21200609791758,5.362206218404787,30.515811141983466
7.751222661601959,3.6220801929918176,8.364323454595072,27.441378733003727,5.83563352704194,27.795243399132694
9.256465031451253,4.595090018971649,10.30158008171829,30.39163920281583,5.416887764128281,30.717623597587583
9.11021768850096,3.2141759941127916,9.67690784314678,29.01569814918771,4.619319455244895,29.236518384721304
7.936114090891073,4.055523331358077,8.735841610217573,27.978857696526216,5.560669351959822,28.30745911978568
