pre,post,diff,joint_pre,joint_post,joint_diff
1.0,0.9988888888888889,0.0011111111111110628,1.0,0.9994444444444445,0.0005555555555555314
1.0,0.9055555555555556,0.09444444444444444,1.0,0.9199999999999999,0.08000000000000007
1.0,0.865,0.135,1.0,0.8788888888888888,0.12111111111111117
1.0,0.9116666666666666,0.08833333333333337,1.0,0.9116666666666666,0.08833333333333337
1.0,0.9283333333333333,0.07166666666666666,1.0,0.9288888888888889,0.07111111111111112
1.0,0.9388888888888889,0.061111111111111116,1.0,0.9327777777777778,0.06722222222222218
1.0,0.9766666666666667,0.023333333333333317,1.0,0.9766666666666667,0.023333333333333317
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.9683333333333334,0.03166666666666662,1.0,0.97,0.030000000000000027
1.0,0.9577777777777778,0.04222222222222216,1.0,0.9561111111111111,0.043888888888888866
1.0,0.8927777777777778,0.10722222222222222,1.0,0.8927777777777778,0.10722222222222222
1.0,0.9311111111111111,0.06888888888888889,1.0,0.9311111111111111,0.06888888888888889
1.0,0.8605555555555555,0.13944444444444448,1.0,0.855,0.14500000000000002
1.0,0.9755555555555555,0.02444444444444449,1.0,0.9755555555555555,0.02444444444444449
1.0,0.9155555555555556,0.08444444444444443,1.0,0.9155555555555556,0.08444444444444443
1.0,0.9688888888888889,0.03111111111111109,1.0,0.9688888888888889,0.03111111111111109
1.0,0.895,0.10499999999999998,1.0,0.895,0.10499999999999998
1.0,0.8977777777777778,0.10222222222222221,1.0,0.8972222222222221,0.10277777777777786
1.0,0.976111111111111,0.02388888888888896,1.0,0.9744444444444444,0.025555555555555554
1.0,0.9866666666666667,0.013333333333333308,1.0,0.9866666666666667,0.013333333333333308
1.0,0.9077777777777778,0.0922222222222222,1.0,0.9077777777777778,0.0922222222222222
