precision,recall,f1-score,support,status,source
0.3866666666666667,0.75,0.5092711764094373,72.375,off,1
0.21666666666666667,0.375,0.27370403190075326,65.25,off,2
0.445,0.75,0.5538780987215642,78.75,off,3
0.24500000000000002,0.375,0.2927445683862548,78.75,off,4
0.35083333333333333,0.625,0.44248773177814404,72.75,off,5
0.34707494407158834,0.6233108108108107,0.4450276775630593,69.375,off,6
0.37416666666666665,0.625,0.4659622057476228,81.375,off,7
0.15416666666666667,0.25,0.18698368442792235,64.75,off,8
