precision,recall,f1-score,support,status,source
0.15416666666666667,0.25,0.19068877551020408,77.625,on,1
0.4066666666666667,0.625,0.49197567519899776,84.75,on,2
0.16999999999999998,0.25,0.19965675057208238,71.25,on,3
0.34500000000000003,0.625,0.4420596565290728,71.25,on,4
0.24083333333333334,0.375,0.29023729374221674,77.25,on,5
0.26,0.375,0.3026569592113493,80.625,on,6
0.20666666666666667,0.375,0.26601409693731515,68.625,on,7
0.4720749440715884,0.7483108108108107,0.5761537028201323,85.25,on,8
