pre,post,diff,pre_joint,post_joint,diff_joint,pre_exc_enc,pre_inh_enc,post_exc_enc,post_inh_enc
12.19810665487657,3.426493471398688,12.650035021113247,37.68079278159277,6.604232629016921,37.79782793006051,7.262432015499215,11.434850136950047,7.262432015499215,11.434850136950047
11.997087791302906,5.092939490873595,13.137976968833762,38.652286128405876,6.803283524231135,39.02572748731533,7.370727748216491,11.824451482241715,7.370727748216491,11.824451482241715
12.46003016201668,3.9566260913584475,12.674862190851014,39.012626850759546,6.5702375862231746,38.90283501679691,7.713525842687614,11.585963923075036,7.713525842687614,11.585963923075036
12.126274676202952,2.960957741628434,12.333848628975149,37.90117020899904,5.245187877077371,37.9152364857278,7.231433836435615,12.123345078384611,7.231433836435615,12.123345078384611
12.402216586235681,3.559575762923991,12.79385783933526,37.32182697755439,5.728733812299021,37.44076458984794,7.476195332476007,12.339210325759733,7.476195332476007,12.339210325759733
10.843950094014193,3.4155569536442796,11.028504719377471,35.95272613173752,5.574920221007911,36.12211444842745,7.6814679704829825,11.580158397450127,7.6814679704829825,11.580158397450127
10.973310790701058,3.34477865968495,11.307577616902094,37.90253883948974,6.015280788382846,37.95581284594373,7.417939594194434,11.883924237216029,7.417939594194434,11.883924237216029
13.174253113774157,3.978020112262571,13.334787216952584,39.20867940276165,6.76780594783397,39.14158736729625,7.4136996968025,11.990714446476218,7.4136996968025,11.990714446476218
12.746489315587537,4.151598997332488,12.865280003810236,37.24270661719447,6.512351911205432,37.397603122945824,7.535739428042777,12.100890177907653,7.535739428042777,12.100890177907653
12.078776483254128,4.0444364152734655,12.423444714216092,38.31644716968225,6.964887026733373,38.405400117578665,7.068431718436324,12.022083837367783,7.068431718436324,12.022083837367783
11.88172231969117,5.1065563804486604,12.787996140289119,37.91546154145676,7.062811292154625,38.235170119474084,7.366444595993819,11.734601908502919,7.366444595993819,11.734601908502919
10.270453894941918,2.931545385110338,10.541925419783432,36.3191973608107,5.501640317343704,36.377726079244766,7.445989043347119,12.081043668440168,7.445989043347119,12.081043668440168
12.328591163192177,3.550711757180581,12.719386672098599,39.4029146073414,6.598967005983113,39.6549072459594,7.38243862696188,12.058825384264631,7.38243862696188,12.058825384264631
11.594587101154463,4.075064018561381,12.34474732472115,38.4983606980181,6.3717059670926,38.821807207256896,7.091725464334068,12.256715100684584,7.091725464334068,12.256715100684584
12.362444308334725,4.44215737384495,13.450303923034765,40.302861634980985,6.4793306197036165,40.59481849638591,7.322066405910443,11.916011579454285,7.322066405910443,11.916011579454285
13.248133629582862,3.0989888287278773,13.454253978261045,40.73598929866639,5.922308274437325,40.74083821740459,7.284412960418164,11.9190139410426,7.284412960418164,11.9190139410426
14.073882877339305,4.755275354267273,14.26488875105591,39.674853963863754,6.39165978704695,39.77740698975958,7.398905183464358,11.926767344492141,7.398905183464358,11.926767344492141
11.526111562116515,4.777151478071887,12.263360241741294,40.05385423056232,7.317188921529767,40.29168181390309,7.411298867697287,12.152288303363829,7.411298867697287,12.152288303363829
13.062372337231718,3.2231440777488993,13.206386714897903,40.36784395812474,6.30366362029895,40.51697554226807,7.366827054203576,11.931752914795432,7.366827054203576,11.931752914795432
12.039207288879306,4.267452889257453,12.618165965891635,37.19177993355038,6.743898766758624,37.499415112730595,7.462773949267001,12.043023467473937,7.462773949267001,12.043023467473937
12.12337368708621,5.147716142565689,13.366381357480627,39.88076945132665,7.52293128359201,40.38568595289392,7.628381719764289,12.31135665081164,7.628381719764289,12.31135665081164
13.31722879581655,3.7700357449027333,13.653655472064445,40.583412864066794,7.03366985680881,40.609122031401995,7.883233670616495,12.119267225947283,7.883233670616495,12.119267225947283
13.243496580625486,3.0542134133751913,13.673439660372486,39.673916277807585,5.815194371730026,39.89899170946327,7.596346393218148,12.065294983582582,7.596346393218148,12.065294983582582
12.901179760527592,3.0339284342089097,13.267283246288457,39.13581628592456,6.090873783638827,39.34530382061224,7.232452892550693,11.77165606722924,7.232452892550693,11.77165606722924
11.685011045878014,3.1506348150631758,12.16478523360948,38.149946754035376,6.089861749583363,38.351445757697284,7.144529451941568,12.178445511523076,7.144529451941568,12.178445511523076
11.097443383320021,3.1196373535983604,11.228232144558143,38.82426617839504,6.353905070777506,38.911975267565616,7.0145684344658,12.112263542409261,7.0145684344658,12.112263542409261
13.376298457944563,3.948429865403879,13.800824976281014,40.39314233253939,7.297906958027934,40.53760438747244,7.3596334941429244,12.156215238489283,7.3596334941429244,12.156215238489283
13.017896993989819,3.7170619794061763,13.437266894185953,38.69692356094144,6.747879612178489,38.9016704389186,7.644212937837821,12.032797061122382,7.644212937837821,12.032797061122382
12.413459470953212,3.300401578916581,12.738123961019557,39.91539357479806,6.955815424523377,40.109694805137444,7.463976685848694,12.198123585619221,7.463976685848694,12.198123585619221
