pre,post,diff,joint_pre,joint_post,joint_diff
1.0,0.9672222222222222,0.032777777777777795,1.0,0.9666666666666667,0.033333333333333326
1.0,0.9244444444444444,0.0755555555555556,1.0,0.9244444444444444,0.0755555555555556
1.0,0.9072222222222223,0.09277777777777774,1.0,0.9072222222222223,0.09277777777777774
1.0,0.9055555555555556,0.09444444444444444,1.0,0.9061111111111111,0.09388888888888891
1.0,0.9411111111111111,0.05888888888888888,1.0,0.9394444444444445,0.060555555555555474
1.0,0.9333333333333333,0.06666666666666665,1.0,0.9383333333333334,0.06166666666666665
0.9877777777777778,0.9438888888888889,0.043888888888888866,0.9866666666666667,0.9438888888888889,0.0427777777777778
1.0,0.9922222222222221,0.007777777777777883,1.0,0.9922222222222221,0.007777777777777883
1.0,0.955,0.04500000000000004,1.0,0.9572222222222222,0.0427777777777778
1.0,0.9927777777777778,0.007222222222222241,1.0,0.9927777777777778,0.007222222222222241
1.0,0.9261111111111111,0.07388888888888889,1.0,0.9255555555555555,0.07444444444444454
1.0,0.9611111111111111,0.03888888888888886,1.0,0.9611111111111111,0.03888888888888886
0.9916666666666667,0.9427777777777778,0.04888888888888887,0.99,0.9427777777777778,0.047222222222222165
1.0,0.9644444444444444,0.03555555555555556,1.0,0.9644444444444444,0.03555555555555556
1.0,0.8677777777777779,0.13222222222222213,1.0,0.8688888888888889,0.13111111111111107
1.0,0.9166666666666667,0.08333333333333326,1.0,0.9172222222222223,0.08277777777777773
1.0,0.9477777777777778,0.05222222222222217,1.0,0.9588888888888889,0.0411111111111111
1.0,1.0,0.0,1.0,1.0,0.0
1.0,0.935,0.06499999999999995,1.0,0.935,0.06499999999999995
1.0,0.9522222222222222,0.04777777777777781,1.0,0.9522222222222222,0.04777777777777781
1.0,0.8433333333333333,0.15666666666666673,1.0,0.8338888888888889,0.1661111111111111
