precision,recall,f1-score,support,status,source
1.0,1.0,1.0,77.625,on,1
1.0,1.0,1.0,84.75,on,2
1.0,1.0,1.0,71.25,on,3
1.0,1.0,1.0,71.25,on,4
1.0,1.0,1.0,77.25,on,5
1.0,1.0,1.0,80.625,on,6
1.0,1.0,1.0,68.625,on,7
1.0,1.0,1.0,85.25,on,8
