precision,recall,f1-score,support,status,source
1.0,1.0,1.0,72.375,off,1
1.0,1.0,1.0,65.25,off,2
1.0,1.0,1.0,78.75,off,3
1.0,1.0,1.0,78.75,off,4
1.0,1.0,1.0,72.75,off,5
1.0,1.0,1.0,69.375,off,6
1.0,1.0,1.0,81.375,off,7
1.0,1.0,1.0,64.75,off,8
