precision,recall,f1-score,support,status,source
1.0,1.0,1.0,109.0,on,1
1.0,1.0,1.0,75.0,on,2
1.0,1.0,1.0,51.666666666666664,on,3
1.0,1.0,1.0,92.75,on,4
1.0,1.0,1.0,82.2,on,5
1.0,1.0,1.0,76.16666666666667,on,6
1.0,1.0,1.0,75.57142857142857,on,7
1.0,1.0,1.0,81.625,on,8
