precision,recall,f1-score,support,status,source
1.0,1.0,1.0,94.0,off,1
1.0,1.0,1.0,59.0,off,2
1.0,0.8378378378378378,0.8928571428571428,54.0,off,3
1.0,1.0,1.0,71.75,off,4
1.0,1.0,1.0,74.2,off,5
1.0,1.0,1.0,79.5,off,6
1.0,1.0,1.0,79.14285714285714,off,7
1.0,1.0,1.0,72.0,off,8
