precision,recall,f1-score,support,status,source
1.0,1.0,1.0,70.0,on,1
1.0,1.0,1.0,75.5,on,2
1.0,1.0,1.0,78.66666666666667,on,3
1.0,1.0,1.0,78.25,on,4
1.0,1.0,1.0,74.0,on,5
1.0,1.0,1.0,61.833333333333336,on,6
1.0,1.0,1.0,67.85714285714286,on,7
1.0,1.0,1.0,85.375,on,8
