precision,recall,f1-score,support,status,source
1.0,1.0,1.0,118.0,off,1
1.0,1.0,1.0,52.0,off,2
1.0,1.0,1.0,78.66666666666667,off,3
1.0,1.0,1.0,78.5,off,4
1.0,1.0,1.0,91.4,off,5
1.0,1.0,1.0,75.0,off,6
1.0,1.0,1.0,73.28571428571429,off,7
1.0,1.0,1.0,78.25,off,8
