precision,recall,f1-score,support,status,source
1.0,1.0,1.0,127.0,off,1
1.0,1.0,1.0,47.5,off,2
1.0,1.0,1.0,95.66666666666667,off,3
1.0,1.0,1.0,73.0,off,4
1.0,1.0,1.0,65.0,off,5
1.0,1.0,1.0,68.33333333333333,off,6
1.0,1.0,1.0,80.0,off,7
1.0,1.0,1.0,66.875,off,8
