precision,recall,f1-score,support,status,source
1.0,1.0,1.0,91.0,on,1
1.0,1.0,1.0,45.5,on,2
1.0,1.0,1.0,79.66666666666667,on,3
1.0,1.0,1.0,59.75,on,4
1.0,1.0,1.0,71.6,on,5
1.0,1.0,1.0,94.5,on,6
1.0,1.0,1.0,67.71428571428571,on,7
1.0,1.0,1.0,89.125,on,8
