precision,recall,f1-score,support,status,source
1.0,1.0,1.0,190.0,off,1
1.0,1.0,1.0,293.0,off,2
1.0,1.0,1.0,246.33333333333334,off,3
1.0,1.0,1.0,222.25,off,4
