precision,recall,f1-score,support,status,source
1.0,1.0,1.0,257.0,off,1
1.0,1.0,1.0,203.0,off,2
1.0,1.0,1.0,197.33333333333334,off,3
1.0,1.0,1.0,268.25,off,4
