precision,recall,f1-score,support,status,source
1.0,1.0,1.0,216.0,on,1
1.0,1.0,1.0,237.5,on,2
1.0,1.0,1.0,265.3333333333333,on,3
1.0,1.0,1.0,228.75,on,4
