pre,post,diff
1.0,0.7855555555555556,0.21444444444444444
1.0,0.8811111111111111,0.11888888888888893
1.0,0.8383333333333334,0.16166666666666663
1.0,0.763888888888889,0.23611111111111105
1.0,0.645,0.355
1.0,0.785,0.21499999999999997
1.0,0.9694444444444443,0.03055555555555567
1.0,0.8838888888888888,0.11611111111111116
1.0,0.7805555555555554,0.21944444444444455
1.0,0.74,0.26
1.0,0.7844444444444444,0.2155555555555556
1.0,0.7561111111111111,0.24388888888888893
1.0,0.7855555555555556,0.21444444444444444
1.0,0.8916666666666666,0.10833333333333339
1.0,0.7972222222222223,0.20277777777777772
1.0,0.8672222222222222,0.13277777777777777
1.0,0.8777777777777778,0.12222222222222223
1.0,0.8705555555555555,0.12944444444444447
1.0,0.9211111111111112,0.07888888888888879
1.0,0.8261111111111111,0.17388888888888887
1.0,0.7438888888888888,0.2561111111111112
