pre,post,diff
1.0,0.8422222222222222,0.1577777777777778
1.0,0.8600000000000001,0.1399999999999999
1.0,0.8266666666666667,0.17333333333333334
1.0,0.688888888888889,0.311111111111111
1.0,0.7105555555555556,0.2894444444444444
1.0,0.6372222222222222,0.36277777777777775
1.0,0.6072222222222222,0.3927777777777778
1.0,0.7088888888888889,0.2911111111111111
1.0,0.6038888888888889,0.3961111111111111
1.0,0.731111111111111,0.26888888888888896
1.0,0.8772222222222222,0.12277777777777776
1.0,0.8433333333333334,0.15666666666666662
1.0,0.6666666666666667,0.33333333333333326
1.0,0.7016666666666667,0.29833333333333334
1.0,0.7505555555555555,0.24944444444444447
1.0,0.8305555555555556,0.1694444444444444
1.0,0.9566666666666667,0.043333333333333335
1.0,0.6916666666666665,0.30833333333333346
1.0,0.8300000000000001,0.16999999999999993
1.0,0.74,0.26
1.0,0.8238888888888889,0.1761111111111111
