pre,post,diff
1.0,0.8799999999999999,0.1200000000000001
1.0,0.7222222222222222,0.2777777777777778
1.0,0.7877777777777777,0.2122222222222223
1.0,0.8,0.19999999999999996
1.0,0.7583333333333334,0.24166666666666659
1.0,0.8327777777777778,0.16722222222222216
1.0,0.9044444444444445,0.0955555555555555
1.0,0.8527777777777777,0.14722222222222225
1.0,0.616111111111111,0.38388888888888895
1.0,0.855,0.14500000000000002
1.0,0.5938888888888889,0.4061111111111111
1.0,0.8166666666666667,0.18333333333333335
1.0,0.825,0.17500000000000004
1.0,0.7255555555555555,0.2744444444444445
1.0,0.7533333333333334,0.2466666666666666
1.0,0.6794444444444445,0.3205555555555555
1.0,0.7627777777777778,0.23722222222222222
1.0,0.7094444444444445,0.29055555555555546
1.0,0.7188888888888889,0.2811111111111111
1.0,0.7927777777777778,0.2072222222222222
1.0,0.8527777777777779,0.14722222222222214
