pre,post,diff
1.0,0.8588888888888889,0.14111111111111108
1.0,0.5444444444444444,0.4555555555555556
1.0,0.6261111111111111,0.37388888888888894
1.0,0.6555555555555557,0.34444444444444433
1.0,0.7622222222222222,0.23777777777777775
1.0,0.7333333333333333,0.2666666666666667
1.0,0.7516666666666666,0.2483333333333334
1.0,0.7933333333333332,0.20666666666666678
1.0,0.6116666666666667,0.3883333333333333
1.0,0.8338888888888889,0.1661111111111111
1.0,0.7677777777777778,0.23222222222222222
1.0,0.8288888888888889,0.1711111111111111
1.0,0.7238888888888889,0.2761111111111111
1.0,0.6588888888888889,0.34111111111111114
1.0,0.5372222222222223,0.46277777777777773
1.0,0.7733333333333334,0.22666666666666657
1.0,0.7538888888888888,0.24611111111111117
0.9977777777777778,0.6244444444444445,0.3733333333333333
1.0,0.6522222222222223,0.34777777777777774
1.0,0.6644444444444444,0.3355555555555556
1.0,0.7672222222222221,0.23277777777777786
