pre,post,diff
1.0,0.9433333333333334,0.05666666666666664
1.0,0.7316666666666667,0.2683333333333333
1.0,0.7427777777777778,0.25722222222222224
1.0,0.505,0.495
1.0,0.7083333333333333,0.29166666666666674
1.0,0.7405555555555556,0.25944444444444437
1.0,0.5955555555555556,0.4044444444444444
1.0,0.7488888888888889,0.25111111111111106
1.0,0.665,0.33499999999999996
1.0,0.7472222222222222,0.25277777777777777
1.0,0.7711111111111111,0.22888888888888892
0.9822222222222222,0.5705555555555556,0.4116666666666666
1.0,0.66,0.33999999999999997
0.9994444444444445,0.5905555555555556,0.40888888888888886
1.0,0.6883333333333334,0.31166666666666665
1.0,0.7438888888888889,0.25611111111111107
1.0,0.6855555555555555,0.3144444444444445
1.0,0.7666666666666666,0.2333333333333334
1.0,0.72,0.28
1.0,0.6866666666666666,0.31333333333333335
1.0,0.7283333333333333,0.2716666666666667
