pre,post,diff
1.0,0.7083333333333333,0.29166666666666674
1.0,0.7583333333333333,0.2416666666666667
1.0,0.8155555555555556,0.1844444444444444
1.0,0.8483333333333334,0.15166666666666662
1.0,0.9261111111111111,0.07388888888888889
1.0,0.8266666666666667,0.17333333333333334
1.0,0.8594444444444445,0.14055555555555554
1.0,0.965,0.03500000000000003
1.0,0.7894444444444444,0.2105555555555556
1.0,0.86,0.14
1.0,0.8216666666666667,0.17833333333333334
1.0,0.8516666666666668,0.1483333333333332
1.0,0.903888888888889,0.09611111111111104
1.0,0.7733333333333334,0.22666666666666657
1.0,0.731111111111111,0.26888888888888896
1.0,0.693888888888889,0.306111111111111
1.0,0.8872222222222222,0.11277777777777775
1.0,0.8072222222222222,0.19277777777777783
1.0,0.763888888888889,0.23611111111111105
1.0,0.8944444444444445,0.10555555555555551
1.0,0.8044444444444444,0.1955555555555556
