pre,post,diff
1.0,0.7844444444444445,0.2155555555555555
1.0,0.8922222222222222,0.10777777777777775
1.0,0.8566666666666667,0.1433333333333333
1.0,0.9083333333333333,0.09166666666666667
1.0,0.8033333333333333,0.19666666666666666
1.0,0.7988888888888889,0.20111111111111113
1.0,0.6688888888888889,0.33111111111111113
1.0,0.8361111111111111,0.16388888888888886
1.0,0.8494444444444444,0.15055555555555555
1.0,0.7955555555555556,0.20444444444444443
1.0,0.7605555555555555,0.23944444444444446
1.0,0.7872222222222223,0.21277777777777773
1.0,0.8572222222222222,0.14277777777777778
1.0,0.84,0.16000000000000003
1.0,0.7894444444444444,0.2105555555555556
1.0,0.9338888888888889,0.06611111111111112
1.0,0.7138888888888888,0.2861111111111112
1.0,0.808888888888889,0.191111111111111
1.0,0.9694444444444444,0.030555555555555558
1.0,0.8327777777777777,0.16722222222222227
1.0,0.8377777777777777,0.16222222222222227
