pre,post,diff
1.0,0.7050000000000001,0.29499999999999993
1.0,0.6277777777777778,0.37222222222222223
1.0,0.8472222222222222,0.1527777777777778
0.9994444444444445,0.6677777777777778,0.33166666666666667
1.0,0.8627777777777778,0.13722222222222225
1.0,0.6611111111111111,0.3388888888888889
1.0,0.7155555555555555,0.2844444444444445
1.0,0.8122222222222223,0.1877777777777777
1.0,0.8072222222222223,0.19277777777777771
1.0,0.5633333333333334,0.43666666666666665
1.0,0.5650000000000001,0.43499999999999994
1.0,0.8183333333333334,0.18166666666666664
1.0,0.7994444444444444,0.2005555555555556
1.0,0.7166666666666667,0.2833333333333333
1.0,0.78,0.21999999999999997
1.0,0.8877777777777778,0.11222222222222222
1.0,0.7416666666666667,0.2583333333333333
1.0,0.6483333333333333,0.3516666666666667
1.0,0.6672222222222222,0.33277777777777784
1.0,0.73,0.27
1.0,0.9161111111111111,0.0838888888888889
