pre,post,diff
1.0,0.8844444444444445,0.11555555555555552
1.0,0.9438888888888889,0.05611111111111111
1.0,1.0,0.0
1.0,0.9672222222222222,0.032777777777777795
1.0,0.9683333333333333,0.03166666666666673
1.0,0.9261111111111111,0.07388888888888889
1.0,0.9416666666666667,0.05833333333333335
1.0,0.8733333333333333,0.1266666666666667
1.0,0.9450000000000001,0.05499999999999994
1.0,0.8,0.19999999999999996
1.0,0.9438888888888889,0.05611111111111111
1.0,0.9116666666666666,0.08833333333333337
1.0,0.9838888888888889,0.016111111111111076
1.0,1.0,0.0
1.0,0.9316666666666666,0.06833333333333336
1.0,0.895,0.10499999999999998
1.0,0.9588888888888889,0.0411111111111111
1.0,0.9638888888888889,0.036111111111111094
1.0,0.8994444444444445,0.10055555555555551
1.0,0.8505555555555555,0.1494444444444445
1.0,0.8211111111111111,0.17888888888888888
