pre,post,diff
1.0,0.5294444444444445,0.4705555555555555
1.0,0.6838888888888889,0.3161111111111111
0.9994444444444445,0.7166666666666666,0.2827777777777779
1.0,0.7844444444444445,0.2155555555555555
1.0,0.6666666666666667,0.33333333333333326
1.0,0.6433333333333333,0.3566666666666667
1.0,0.7555555555555555,0.24444444444444446
1.0,0.5866666666666667,0.41333333333333333
1.0,0.6861111111111111,0.3138888888888889
1.0,0.6911111111111111,0.3088888888888889
1.0,0.6594444444444445,0.3405555555555555
1.0,0.7866666666666667,0.21333333333333326
1.0,0.8088888888888888,0.19111111111111123
1.0,0.6455555555555555,0.35444444444444445
1.0,0.6183333333333334,0.3816666666666666
1.0,0.7405555555555555,0.2594444444444445
1.0,0.7227777777777777,0.27722222222222226
1.0,0.6422222222222222,0.35777777777777775
1.0,0.7661111111111112,0.2338888888888888
1.0,0.65,0.35
1.0,0.73,0.27
