pre,post,diff
0.8594444444444445,0.5811111111111111,0.2783333333333333
0.9822222222222222,0.7016666666666665,0.28055555555555567
0.9711111111111111,0.7811111111111111,0.19000000000000006
0.9872222222222222,0.6988888888888888,0.28833333333333344
0.9805555555555556,0.6588888888888889,0.32166666666666677
0.9266666666666666,0.6905555555555556,0.23611111111111105
0.9566666666666667,0.5994444444444444,0.3572222222222222
0.9488888888888889,0.5538888888888889,0.395
0.9961111111111111,0.5611111111111111,0.43499999999999994
0.9738888888888889,0.5788888888888889,0.395
0.9661111111111111,0.5383333333333333,0.4277777777777778
0.9611111111111111,0.7138888888888888,0.24722222222222234
0.961111111111111,0.5383333333333333,0.4227777777777777
0.9772222222222222,0.8555555555555556,0.12166666666666659
0.9199999999999999,0.5572222222222223,0.36277777777777764
0.9666666666666667,0.6611111111111112,0.30555555555555547
1.0,0.5166666666666666,0.4833333333333334
0.9355555555555555,0.5944444444444444,0.34111111111111103
0.9327777777777777,0.615,0.3177777777777777
0.9644444444444444,0.6727777777777778,0.29166666666666663
0.9572222222222223,0.6916666666666667,0.26555555555555566
