pre,post,diff
1.0,0.77,0.22999999999999998
1.0,0.8494444444444444,0.15055555555555555
1.0,0.683888888888889,0.316111111111111
1.0,0.8122222222222222,0.18777777777777782
1.0,0.7038888888888889,0.2961111111111111
1.0,0.8938888888888887,0.10611111111111127
1.0,0.8016666666666665,0.19833333333333347
1.0,0.7761111111111111,0.22388888888888892
1.0,0.7405555555555555,0.2594444444444445
1.0,0.6994444444444444,0.3005555555555556
1.0,0.7294444444444445,0.27055555555555555
1.0,0.7966666666666667,0.20333333333333325
1.0,0.7555555555555555,0.24444444444444446
1.0,0.7144444444444444,0.28555555555555556
1.0,0.8066666666666668,0.19333333333333325
1.0,0.7538888888888889,0.24611111111111106
1.0,0.6583333333333333,0.3416666666666667
1.0,0.8766666666666667,0.1233333333333333
1.0,0.7016666666666667,0.29833333333333334
1.0,0.7722222222222223,0.22777777777777775
1.0,0.8877777777777778,0.11222222222222222
