pre,post,diff
1.0,0.8094444444444444,0.1905555555555556
1.0,0.8783333333333333,0.1216666666666667
1.0,0.5683333333333334,0.43166666666666664
1.0,0.7211111111111111,0.27888888888888885
1.0,0.7505555555555555,0.24944444444444447
1.0,0.8633333333333333,0.13666666666666671
1.0,0.6638888888888889,0.33611111111111114
1.0,0.8094444444444444,0.1905555555555556
1.0,0.6211111111111111,0.37888888888888894
1.0,0.7872222222222222,0.21277777777777784
1.0,0.7972222222222222,0.20277777777777783
1.0,0.7766666666666666,0.22333333333333338
1.0,0.7350000000000001,0.2649999999999999
1.0,0.6955555555555556,0.3044444444444444
1.0,0.62,0.38
1.0,0.7522222222222222,0.24777777777777776
1.0,0.5494444444444444,0.4505555555555556
1.0,0.7938888888888889,0.20611111111111113
1.0,0.7472222222222222,0.25277777777777777
1.0,0.715,0.28500000000000003
1.0,0.6994444444444443,0.3005555555555557
