pre,post,diff
1.0,0.8438888888888889,0.1561111111111111
1.0,0.7461111111111111,0.25388888888888894
1.0,0.5938888888888888,0.4061111111111112
1.0,0.711111111111111,0.288888888888889
0.9805555555555556,0.7366666666666668,0.24388888888888882
0.9966666666666667,0.7333333333333333,0.2633333333333334
1.0,0.6027777777777777,0.39722222222222225
1.0,0.6911111111111111,0.3088888888888889
1.0,0.555,0.44499999999999995
1.0,0.6505555555555556,0.34944444444444445
1.0,0.7672222222222222,0.23277777777777775
1.0,0.763888888888889,0.23611111111111105
1.0,0.5855555555555556,0.4144444444444444
0.9983333333333333,0.6416666666666666,0.3566666666666667
1.0,0.7105555555555556,0.2894444444444444
0.9994444444444445,0.6305555555555555,0.36888888888888893
1.0,0.6699999999999999,0.33000000000000007
1.0,0.5838888888888889,0.4161111111111111
1.0,0.7705555555555555,0.22944444444444445
1.0,0.6188888888888889,0.38111111111111107
1.0,0.8566666666666667,0.1433333333333333
