precision,recall,f1-score,support,status,source
0.6377777777777778,1.0,0.7788331071913162,287.0,on,1
0.2644444444444444,0.5,0.3459302325581395,208.5,on,2
0.39111111111111113,0.6666666666666666,0.4928636591036167,247.33333333333334,on,3
0.37833333333333335,0.75,0.5023999774267309,224.0,on,4
