pre,post,diff,joint_pre,joint_post,joint_diff
0.7116666666666667,0.698888888888889,0.012777777777777666,0.7044444444444444,0.6927777777777777,0.011666666666666714
0.5144444444444445,0.5144444444444445,0.0,0.42,0.47888888888888886,-0.05888888888888888
0.5644444444444444,0.7005555555555556,-0.13611111111111118,0.4955555555555555,0.7111111111111111,-0.2155555555555556
0.695,0.605,0.08999999999999997,0.6716666666666666,0.605,0.06666666666666665
0.5377777777777778,0.5377777777777778,0.0,0.4638888888888889,0.5311111111111111,-0.06722222222222218
0.5677777777777778,0.5677777777777778,0.0,0.4994444444444444,0.5666666666666667,-0.06722222222222224
0.645,0.645,0.0,0.6094444444444445,0.6388888888888888,-0.029444444444444384
0.6955555555555555,0.5733333333333334,0.12222222222222212,0.6877777777777778,0.5733333333333334,0.11444444444444446
0.6327777777777779,0.7077777777777778,-0.07499999999999996,0.5733333333333334,0.7066666666666668,-0.13333333333333341
0.6,0.6816666666666666,-0.08166666666666667,0.5461111111111111,0.6772222222222222,-0.13111111111111107
0.5688888888888889,0.5688888888888889,0.0,0.46111111111111114,0.5688888888888889,-0.10777777777777775
0.5983333333333334,0.6422222222222221,-0.043888888888888755,0.5577777777777778,0.7122222222222223,-0.1544444444444445
0.6005555555555555,0.7355555555555555,-0.135,0.5505555555555556,0.7372222222222222,-0.18666666666666665
0.5783333333333333,0.7005555555555556,-0.12222222222222234,0.51,0.7055555555555556,-0.1955555555555556
0.7127777777777777,0.7205555555555555,-0.007777777777777772,0.6699999999999999,0.6905555555555556,-0.02055555555555566
0.7388888888888889,0.5838888888888889,0.15500000000000003,0.7127777777777777,0.5688888888888889,0.14388888888888884
0.5577777777777777,0.6327777777777779,-0.07500000000000018,0.46611111111111114,0.6127777777777779,-0.14666666666666672
0.5777777777777777,0.6422222222222222,-0.06444444444444453,0.5022222222222222,0.6561111111111111,-0.15388888888888885
0.5383333333333333,0.7794444444444444,-0.24111111111111105,0.4427777777777778,0.7627777777777778,-0.31999999999999995
0.6327777777777778,0.7083333333333333,-0.07555555555555549,0.5638888888888889,0.7166666666666667,-0.1527777777777778
0.586111111111111,0.6955555555555556,-0.10944444444444457,0.5233333333333333,0.7605555555555555,-0.23722222222222222
