precision,recall,f1-score,support,status,source
0.0,0.0,0.0,180.0,off,1
0.5,1.0,0.6663124802416664,225.0,off,2
0.20592592592592593,0.3333333333333333,0.25457875457875456,212.33333333333334,off,3
0.3838888888888889,0.75,0.5075130197216767,220.0,off,4
