pre,post,diff
1.0,0.7666666666666666,0.2333333333333334
1.0,0.8705555555555555,0.12944444444444447
1.0,0.9011111111111111,0.09888888888888892
1.0,0.7544444444444445,0.24555555555555553
1.0,0.8238888888888889,0.1761111111111111
1.0,0.9083333333333334,0.09166666666666656
1.0,0.7744444444444444,0.22555555555555562
1.0,0.77,0.22999999999999998
1.0,0.8699999999999999,0.13000000000000012
1.0,0.8488888888888889,0.15111111111111108
1.0,0.7466666666666666,0.2533333333333334
1.0,0.8905555555555555,0.10944444444444446
1.0,0.8033333333333332,0.19666666666666677
1.0,0.8122222222222222,0.18777777777777782
1.0,0.6038888888888889,0.3961111111111111
1.0,0.8438888888888889,0.1561111111111111
1.0,0.785,0.21499999999999997
1.0,0.635,0.365
1.0,0.8905555555555555,0.10944444444444446
1.0,0.88,0.12
1.0,0.7005555555555556,0.2994444444444444
