pre,post,diff
1.0,0.9455555555555556,0.054444444444444406
1.0,0.8566666666666667,0.1433333333333333
1.0,0.97,0.030000000000000027
1.0,0.9144444444444445,0.0855555555555555
1.0,0.9683333333333333,0.03166666666666673
1.0,0.8366666666666667,0.16333333333333333
1.0,0.8227777777777778,0.17722222222222217
1.0,0.95,0.050000000000000044
1.0,0.883888888888889,0.11611111111111105
1.0,0.9533333333333334,0.046666666666666634
1.0,0.8527777777777779,0.14722222222222214
1.0,0.8999999999999999,0.10000000000000009
1.0,0.851111111111111,0.14888888888888896
1.0,0.8766666666666667,0.1233333333333333
1.0,0.96,0.040000000000000036
1.0,0.9527777777777777,0.047222222222222276
1.0,0.9227777777777778,0.07722222222222219
1.0,0.9094444444444445,0.0905555555555555
1.0,0.9255555555555556,0.07444444444444442
1.0,0.9188888888888889,0.08111111111111113
1.0,0.9094444444444445,0.0905555555555555
