pre,post,diff
1.0,0.9294444444444445,0.07055555555555548
1.0,0.9244444444444445,0.07555555555555549
1.0,0.9355555555555556,0.06444444444444442
1.0,0.866111111111111,0.13388888888888895
1.0,0.9227777777777778,0.07722222222222219
1.0,0.9183333333333332,0.08166666666666678
1.0,0.9733333333333334,0.026666666666666616
1.0,0.9877777777777778,0.012222222222222245
1.0,0.88,0.12
1.0,0.9855555555555555,0.014444444444444482
1.0,0.9122222222222223,0.08777777777777773
1.0,0.7844444444444445,0.2155555555555555
1.0,0.9611111111111111,0.03888888888888886
1.0,0.8822222222222221,0.11777777777777787
1.0,0.9361111111111111,0.06388888888888888
1.0,0.9155555555555556,0.08444444444444443
1.0,0.9066666666666667,0.09333333333333327
1.0,0.8577777777777778,0.14222222222222225
1.0,0.9383333333333334,0.06166666666666665
1.0,0.8633333333333334,0.1366666666666666
1.0,0.848888888888889,0.15111111111111097
