pre,post,diff
1.0,0.7905555555555556,0.20944444444444443
0.9983333333333333,0.6611111111111111,0.3372222222222222
1.0,0.6377777777777778,0.3622222222222222
1.0,0.7511111111111112,0.24888888888888883
1.0,0.6055555555555556,0.3944444444444444
1.0,0.6361111111111111,0.36388888888888893
0.9994444444444445,0.8283333333333334,0.1711111111111111
1.0,0.7055555555555555,0.2944444444444445
0.9983333333333333,0.7133333333333334,0.2849999999999999
1.0,0.6555555555555556,0.34444444444444444
1.0,0.6794444444444444,0.3205555555555556
1.0,0.731111111111111,0.26888888888888896
0.9838888888888889,0.6799999999999999,0.303888888888889
0.9544444444444444,0.5605555555555555,0.39388888888888896
1.0,0.6561111111111111,0.3438888888888889
1.0,0.5644444444444444,0.4355555555555556
0.9877777777777778,0.6172222222222222,0.3705555555555555
1.0,0.6405555555555555,0.35944444444444446
1.0,0.596111111111111,0.40388888888888896
1.0,0.7133333333333334,0.2866666666666666
1.0,0.5483333333333333,0.45166666666666666
