pre,post,diff
0.8905555555555555,0.6666666666666667,0.2238888888888888
0.9527777777777777,0.7466666666666667,0.20611111111111102
0.9761111111111112,0.5855555555555555,0.39055555555555566
0.9272222222222222,0.5783333333333334,0.3488888888888888
0.9433333333333334,0.6849999999999999,0.2583333333333334
0.995,0.6927777777777777,0.3022222222222223
0.9561111111111111,0.6822222222222223,0.27388888888888885
0.9705555555555556,0.5338888888888889,0.43666666666666676
1.0,0.5911111111111111,0.40888888888888886
0.9394444444444444,0.5761111111111111,0.3633333333333333
0.9705555555555556,0.6338888888888888,0.3366666666666668
0.9755555555555555,0.5688888888888888,0.40666666666666673
0.9383333333333334,0.5466666666666666,0.3916666666666667
0.9861111111111112,0.7488888888888889,0.23722222222222222
0.9944444444444445,0.6927777777777778,0.30166666666666664
0.9772222222222222,0.7083333333333333,0.26888888888888896
0.9727777777777777,0.6644444444444444,0.30833333333333335
1.0,0.6955555555555556,0.3044444444444444
0.9311111111111111,0.6977777777777778,0.23333333333333328
0.9377777777777777,0.5505555555555556,0.38722222222222213
0.9822222222222223,0.6638888888888889,0.31833333333333347
