pre,post,diff
1.0,0.7844444444444445,0.2155555555555555
1.0,0.8372222222222222,0.1627777777777778
1.0,0.7605555555555557,0.23944444444444435
1.0,0.7144444444444444,0.28555555555555556
1.0,0.788888888888889,0.21111111111111103
1.0,0.8027777777777778,0.1972222222222222
1.0,0.5977777777777777,0.40222222222222226
1.0,0.88,0.12
1.0,0.776111111111111,0.22388888888888903
1.0,0.8111111111111111,0.18888888888888888
1.0,0.9122222222222223,0.08777777777777773
1.0,0.605,0.395
1.0,0.7555555555555555,0.24444444444444446
1.0,0.6877777777777778,0.3122222222222222
1.0,0.7516666666666666,0.2483333333333334
1.0,0.6366666666666667,0.3633333333333333
1.0,0.8116666666666666,0.18833333333333335
1.0,0.8305555555555556,0.1694444444444444
1.0,0.8583333333333334,0.1416666666666666
1.0,0.9272222222222222,0.07277777777777783
1.0,0.8211111111111111,0.17888888888888888
