pre,post,diff
1.0,0.815,0.18500000000000005
1.0,0.8161111111111111,0.18388888888888888
1.0,0.7416666666666667,0.2583333333333333
1.0,0.9105555555555556,0.08944444444444444
1.0,0.725,0.275
1.0,0.7416666666666667,0.2583333333333333
1.0,0.7566666666666666,0.2433333333333334
1.0,0.8855555555555554,0.11444444444444457
1.0,0.9327777777777778,0.06722222222222218
1.0,0.7733333333333332,0.2266666666666668
1.0,0.8377777777777778,0.16222222222222216
1.0,0.715,0.28500000000000003
1.0,0.8572222222222222,0.14277777777777778
1.0,0.8094444444444444,0.1905555555555556
1.0,0.8772222222222222,0.12277777777777776
1.0,0.8333333333333333,0.16666666666666674
1.0,0.71,0.29000000000000004
1.0,0.8305555555555555,0.1694444444444445
1.0,0.745,0.255
1.0,0.7483333333333333,0.2516666666666667
1.0,0.7283333333333333,0.2716666666666667
