pre,post,diff
1.0,0.9233333333333333,0.07666666666666666
1.0,0.8816666666666666,0.1183333333333334
1.0,0.8561111111111112,0.14388888888888884
1.0,0.9522222222222222,0.04777777777777781
1.0,0.7611111111111111,0.23888888888888893
1.0,0.7861111111111111,0.2138888888888889
1.0,0.8638888888888888,0.13611111111111118
1.0,0.8094444444444444,0.1905555555555556
1.0,0.8122222222222222,0.18777777777777782
1.0,0.8083333333333333,0.19166666666666665
1.0,0.9199999999999999,0.08000000000000007
1.0,0.9344444444444444,0.06555555555555559
1.0,0.9888888888888889,0.011111111111111072
1.0,0.8372222222222222,0.1627777777777778
1.0,0.8966666666666667,0.10333333333333328
1.0,0.9683333333333333,0.03166666666666673
1.0,0.8811111111111111,0.11888888888888893
1.0,0.8300000000000001,0.16999999999999993
1.0,0.8522222222222222,0.14777777777777779
1.0,0.856111111111111,0.14388888888888896
1.0,0.7705555555555555,0.22944444444444445
