pre,post,diff
1.0,0.9638888888888889,0.036111111111111094
1.0,0.9111111111111111,0.0888888888888889
1.0,0.9716666666666667,0.02833333333333332
1.0,0.8444444444444444,0.15555555555555556
1.0,0.9616666666666667,0.03833333333333333
1.0,0.8794444444444445,0.12055555555555553
1.0,0.9905555555555555,0.009444444444444478
1.0,0.8344444444444444,0.16555555555555557
1.0,0.9188888888888889,0.08111111111111113
1.0,0.98,0.020000000000000018
1.0,0.8866666666666667,0.11333333333333329
1.0,0.9022222222222223,0.09777777777777774
1.0,0.8994444444444445,0.10055555555555551
1.0,0.9794444444444445,0.02055555555555555
1.0,0.9455555555555555,0.05444444444444452
1.0,0.9244444444444444,0.0755555555555556
1.0,0.8833333333333333,0.1166666666666667
1.0,0.8883333333333334,0.11166666666666658
1.0,0.9038888888888889,0.09611111111111115
1.0,0.9500000000000001,0.04999999999999993
1.0,0.9861111111111112,0.01388888888888884
