pre,post,diff
1.0,0.7977777777777778,0.2022222222222222
1.0,0.7699999999999999,0.2300000000000001
1.0,0.7899999999999999,0.21000000000000008
1.0,0.7072222222222222,0.2927777777777778
1.0,0.8077777777777778,0.19222222222222218
1.0,0.5427777777777777,0.4572222222222223
1.0,0.6527777777777778,0.3472222222222222
1.0,0.6966666666666668,0.30333333333333323
1.0,0.7644444444444445,0.23555555555555552
1.0,0.7933333333333333,0.20666666666666667
1.0,0.7833333333333333,0.21666666666666667
1.0,0.8027777777777777,0.1972222222222223
1.0,0.745,0.255
1.0,0.7511111111111111,0.24888888888888894
1.0,0.6527777777777777,0.3472222222222223
1.0,0.7888888888888889,0.21111111111111114
1.0,0.6883333333333334,0.31166666666666665
1.0,0.6866666666666668,0.31333333333333324
1.0,0.8911111111111112,0.10888888888888881
1.0,0.5933333333333334,0.4066666666666666
1.0,0.6788888888888889,0.3211111111111111
