pre,post,diff
1.0,0.6922222222222222,0.3077777777777778
1.0,0.755,0.245
1.0,0.8161111111111111,0.18388888888888888
1.0,0.7666666666666667,0.23333333333333328
1.0,0.7555555555555555,0.24444444444444446
1.0,0.7455555555555555,0.2544444444444445
1.0,0.7927777777777778,0.2072222222222222
1.0,0.9466666666666667,0.053333333333333344
1.0,0.8133333333333334,0.18666666666666665
1.0,0.693888888888889,0.306111111111111
1.0,0.7172222222222222,0.2827777777777778
1.0,0.7466666666666667,0.2533333333333333
1.0,0.8827777777777778,0.11722222222222223
1.0,0.6777777777777778,0.3222222222222222
1.0,0.8616666666666667,0.1383333333333333
1.0,0.6427777777777778,0.3572222222222222
1.0,0.77,0.22999999999999998
1.0,0.9138888888888889,0.08611111111111114
1.0,0.8472222222222222,0.1527777777777778
1.0,0.8211111111111111,0.17888888888888888
1.0,0.745,0.255
