pre,post,diff
1.0,0.8261111111111111,0.17388888888888887
1.0,0.8133333333333334,0.18666666666666665
1.0,0.8044444444444444,0.1955555555555556
1.0,0.91,0.08999999999999997
1.0,0.8316666666666668,0.16833333333333322
1.0,0.84,0.16000000000000003
1.0,0.8444444444444444,0.15555555555555556
1.0,0.9355555555555556,0.06444444444444442
1.0,0.883888888888889,0.11611111111111105
1.0,0.8622222222222222,0.13777777777777778
1.0,0.8694444444444445,0.13055555555555554
1.0,0.9505555555555556,0.0494444444444444
1.0,0.8144444444444445,0.18555555555555547
1.0,0.8772222222222223,0.12277777777777765
1.0,0.8761111111111111,0.12388888888888894
1.0,0.8166666666666667,0.18333333333333335
1.0,0.8394444444444444,0.16055555555555556
1.0,0.8494444444444444,0.15055555555555555
1.0,0.8988888888888888,0.10111111111111115
1.0,0.9344444444444444,0.06555555555555559
1.0,0.8866666666666667,0.11333333333333329
