pre,post,diff
1.0,0.8577777777777778,0.14222222222222225
1.0,0.8894444444444445,0.11055555555555552
1.0,0.8933333333333333,0.10666666666666669
1.0,0.8427777777777777,0.15722222222222226
1.0,0.8077777777777778,0.19222222222222218
1.0,0.7522222222222221,0.24777777777777787
1.0,0.8122222222222223,0.1877777777777777
1.0,0.8327777777777778,0.16722222222222216
1.0,0.9205555555555556,0.07944444444444443
1.0,0.9472222222222222,0.05277777777777781
1.0,0.8638888888888889,0.13611111111111107
1.0,0.9311111111111111,0.06888888888888889
1.0,0.7566666666666666,0.2433333333333334
1.0,0.8577777777777778,0.14222222222222225
1.0,0.8744444444444444,0.12555555555555564
1.0,0.8322222222222222,0.1677777777777778
1.0,0.9711111111111111,0.028888888888888853
1.0,0.9766666666666667,0.023333333333333317
1.0,0.895,0.10499999999999998
1.0,0.85,0.15000000000000002
1.0,0.883888888888889,0.11611111111111105
