pre,post,diff
1.0,0.9400000000000001,0.05999999999999994
1.0,0.9627777777777777,0.03722222222222227
1.0,0.9522222222222223,0.0477777777777777
1.0,0.9788888888888889,0.02111111111111108
1.0,0.8511111111111112,0.14888888888888885
1.0,0.88,0.12
1.0,0.8377777777777777,0.16222222222222227
1.0,0.9011111111111112,0.0988888888888888
1.0,0.8327777777777778,0.16722222222222216
1.0,0.9577777777777777,0.04222222222222227
1.0,0.8350000000000001,0.16499999999999992
1.0,0.991111111111111,0.008888888888888946
1.0,0.8127777777777777,0.1872222222222223
1.0,0.8033333333333333,0.19666666666666666
1.0,0.9027777777777778,0.09722222222222221
1.0,0.9877777777777779,0.012222222222222134
1.0,0.9333333333333333,0.06666666666666665
1.0,0.9661111111111111,0.03388888888888886
1.0,0.8344444444444444,0.16555555555555557
1.0,0.9533333333333334,0.046666666666666634
1.0,0.9155555555555556,0.08444444444444443
