pre,post,diff
1.0,0.9561111111111111,0.043888888888888866
1.0,0.8377777777777777,0.16222222222222227
1.0,0.955,0.04500000000000004
1.0,0.9072222222222222,0.09277777777777785
1.0,0.9527777777777777,0.047222222222222276
1.0,0.9866666666666667,0.013333333333333308
1.0,0.9038888888888889,0.09611111111111115
1.0,0.9005555555555556,0.09944444444444445
1.0,1.0,0.0
1.0,0.9244444444444444,0.0755555555555556
1.0,0.8194444444444444,0.18055555555555558
1.0,0.9688888888888889,0.03111111111111109
1.0,0.9744444444444444,0.025555555555555554
1.0,0.8761111111111112,0.12388888888888883
1.0,0.8894444444444445,0.11055555555555552
1.0,0.9977777777777778,0.0022222222222222365
1.0,0.9777777777777777,0.022222222222222254
1.0,0.9283333333333333,0.07166666666666666
1.0,0.9722222222222222,0.02777777777777779
1.0,0.92,0.07999999999999996
1.0,0.8972222222222223,0.10277777777777775
