pre,post,diff,pre_joint,post_joint,diff_joint
16.44116210556074,5.119133666790129,16.923920415854536,33.25753924835657,6.46138953090155,33.55551145548605
16.276575344749038,7.066604659333564,17.485626277019776,31.52899801730901,7.739565583424918,32.08906485551919
17.53725532398845,5.400982437547606,18.20692008958041,33.865240242689275,7.234334349519729,34.207256849823835
16.69782377593492,5.865915699483081,17.422937976514003,31.57412941170762,6.999786123156211,31.90333355752042
16.732798158831304,5.234631758822954,17.121739193991445,32.21555163799083,6.2212641357405944,32.356176963702936
17.696226333583642,4.94336198909169,17.591164212351455,34.52531710645137,6.299981130088741,34.37954523750197
17.008388173776023,7.276407475199405,18.522185865741285,32.95937635039431,8.306034010261985,33.734332633638004
16.562112899730007,4.5037155373056645,16.99147203128446,30.77898059383291,5.73095805538512,31.071670083293537
16.69721643615228,7.0688400098344735,18.271257422862426,33.30335465242056,8.331176158235943,34.09454845708718
16.363396712965482,5.889905955269355,16.831050488642667,33.51727863215572,7.096384493222951,33.68598779894295
16.3986189518363,5.725968465968014,17.095163480360338,31.261819510178228,7.110089602016113,31.72196084418533
18.729935859337967,5.134670605042647,19.060772296881694,33.44164821131544,6.337444600768087,33.51475003601925
17.201720086913234,5.84407157781369,17.72864203429118,34.13818265669477,7.129207406108764,34.413275612282604
17.67988134828855,6.248702079776689,18.383703540827767,34.143573653971515,7.514390885321696,34.441929352892046
17.839496988297224,5.0962250989460305,18.060186325605123,34.37480014796522,6.421429476230579,34.36805129748668
17.826893820781375,4.9119486540916455,18.236119884223164,33.5047354595233,6.731217334306682,33.72266657948753
16.6729455246594,7.08328939286826,17.87386290366624,33.058703172472406,8.08633110313354,33.66756574673621
16.857458064217802,4.783311682539811,17.197485929484763,31.363606566357728,6.001229235608558,31.583844160977378
17.158454023887387,4.520595716933354,17.564793953737126,34.13715538454591,5.911002298686471,34.31688197438905
17.064628516672073,6.9475140703641385,18.274965644962872,32.81132699772739,8.55223373460751,33.626260268806405
15.936313857810884,10.762528543397327,18.941779085466493,30.49397545978433,11.326090454495088,32.15828256099129
16.955789956767976,4.813859956283726,17.35104261327841,32.05201216017439,6.05142176039651,32.14614526383882
16.807451215471556,3.9655479498157438,16.879344516770743,35.262350098204,6.168187911397354,35.29352786039607
18.000488411011307,4.5414178163684955,18.32205685695662,33.094041069772786,5.789631831501937,33.24431289777151
16.031366641917256,4.5971714249699,16.272882931379765,30.969572829594355,5.797324485798835,30.989204854625495
16.292446015386606,5.178006718523057,16.41739150564182,31.813509291083697,6.166969976559436,31.806717518682834
16.973358390303478,6.414044080210912,17.577178431917435,33.01468575916043,7.592611533092423,33.4963031838987
16.814399637949688,8.234114687353022,18.38092283209182,34.045895715086765,9.150625354363086,34.8202744476201
16.070338608524622,6.275311241493031,17.218685112282472,31.99577305830169,7.239694862906821,32.55479945612063
15.439895898046334,7.284524880332746,16.835591066275644,29.73857292059015,7.78761986942428,30.534243369083462
16.45243935390585,5.240527150120572,17.386079570733855,31.989724445152575,6.945995500339645,32.59541316334705
15.451054700668275,5.71189330996727,16.276436735923767,29.929867139587028,6.548491445594097,30.396944919804334
16.173302107194623,4.859573901668642,16.591892736877316,31.00294578819177,5.70411805554528,31.240574889528443
16.716278365696397,5.0397007076904305,17.089536329276072,32.46107172591885,6.186296484732808,32.719694660441945
16.00111796956094,7.152902513854282,17.376585912027267,31.451516795962593,8.051512658925546,32.198233116673414
15.323532872961575,4.061716693255394,15.715673756789496,29.25640065879998,5.154841662432141,29.58409403444531
15.787765439208746,7.213704702034248,17.497282041618124,31.881945384623037,8.312417164262015,32.896934281602086
15.33705000404677,5.969066142620414,16.249321868172103,32.033686367476754,6.994010138565678,32.57904079862416
15.200857282270833,5.745014650198345,16.204816389958122,29.73638907555398,6.810825633543019,30.43019850890343
17.26518664268318,5.157178008371484,17.949666445746917,31.560765104046123,6.165516470271605,31.923445816787467
16.11660942944714,5.332973783361391,16.657592563960183,32.87913410308357,6.5369550630527185,33.196243487471584
16.856720558963847,6.1043456547620485,17.634684190661293,32.677119249079524,7.092243476601783,33.162067406339524
16.896927148795402,4.480501543901073,17.049342573502212,33.10193795549472,5.893914351958533,33.11638832063139
16.605995715582242,4.934234196625164,17.37812273293975,31.94535386104486,6.56867268312462,32.42766467938359
15.820009331093747,7.098761592688721,17.242912463752976,31.567604599342726,7.951535997897625,32.351717674404
15.686193046251878,4.5931284374953645,16.218650847913334,29.31480617591972,5.643603194677498,29.721886876847538
15.774586503189136,4.318859088574547,16.34211399297982,31.70838238018669,5.547562785199274,32.178909767952064
16.096842708443308,6.786604058000847,17.559982224794574,31.19933116006741,8.157349073990705,32.187015520763545
14.703833092137303,10.585159977396932,17.662779917844375,29.33418361847834,10.959321484084963,31.00819948030911
17.68251940054506,4.836597482262136,18.157920819730688,31.38553999609589,5.870083418364452,31.70777113351038
16.066900826381993,3.993134097494804,16.426162546249056,33.638985792617525,5.990395477615868,34.13589429018299
17.223231171753312,4.565512381928413,17.765014569985183,31.63773684948421,5.418056978750928,32.05393388168341
15.208940165550402,4.398947976683352,15.726888131171176,29.063133240050863,5.42627642811292,29.437706651007648
15.703006368046625,5.445659015174712,16.240590558260426,30.503044545863542,6.204330238947118,30.803841562330767
16.384028615801174,5.942921854944454,17.160277289508507,31.555787105987342,7.0317035697745585,32.28278871373251
16.234589672824946,7.7465731048233435,17.3691072738676,32.70214567078163,8.576796665973056,33.37353617015574
15.177483203449919,6.298143534907664,16.259774094125948,30.397542358651876,6.950925648761944,31.055004140942337
15.837801757387448,7.383810053755714,17.64298863930813,30.322524061532103,8.22931704888484,31.38376249169981
16.012173260615683,7.813112936030004,17.751055458531805,28.13424237359905,8.103628725381421,29.170889540740667
16.693722748845655,7.079393271854953,18.143407290725374,29.000862703892903,7.1733250926567385,29.874834231090656
16.76153359314547,7.346697273005123,18.116985200203857,31.016695360888626,7.698241441825396,31.722721071730007
15.622595933113443,9.152670286487433,18.765461071285646,29.80768761501518,9.479002827239812,31.55059526283938
