pre_eig1,pre_eig2,pre_eig3,pre_joint_eig1,pre_joint_eig2,pre_joint_eig3,post_eig1,post_eig2,post_eig3,post_joint_eig1,post_joint_eig2,post_joint_eig3
47.03482365173079,0.9964021087330778,0.0007955871012118249,91.01417601879575,0.9966157629861849,0.7057216106068086,42.394130460212594,3.333563764275386,0.6958692703691706,43.767281813317624,4.10707349524443,1.219000953938644
19.337641081104024,12.375048139092605,5.4053455883196735,39.14692683093885,22.838132455308394,10.01748872274155,28.157724331204353,0.8616218996164693,1.3821415780888923e-15,31.656794802159894,2.1798321608762583,0.8620301242306501
44.04235685780071,1.5542191745213203,1.0128503199291166,87.47871655313125,2.169743238314836,1.373342391992957,42.05163191618426,1.3603239224017085,0.8981605082609653,43.754949725344005,2.243721957376509,1.7175050098087858
40.02708455345879,5.035279427745666,1.7729393802285673,80.34789370511307,8.040977618366462,1.8125688298851457,37.065637067940145,1.5810980010447107,1.2827435132497162,42.06881866306183,1.5811671844071644,1.2828116776872436
29.03707229784419,16.391403756576008,1.7043473717505404,59.987178637191676,26.35189163666783,2.6877681557188153,30.03748736390329,2.1323095949233846,1.073031044421995,32.51966564046819,2.547828638186654,1.538296446537895
45.0530043325791,1.2861808800976766,0.9744762975391142,85.15711210232477,2.3471891918444685,1.994656482272464,43.05093221129073,2.0491701101653796,0.8321160399533915,46.480299388992776,2.0519942454171742,0.8388111291827978
24.5558997462617,18.986444718131448,1.7185685798787205,46.07065524458751,39.57428459977222,3.055666083332054,35.13242819741099,1.6746676077173597,1.1464615265042455,36.65656078903312,2.2746150153244566,1.6741783087475457
18.62792834657322,8.534650417987086,4.043297898353528,34.970976025394734,14.383612251643646,11.199041943265588,10.008272819343208,1.6163196940942972,1.2106980527289033,13.011020017418666,1.616904653051445,1.2107170200838058
35.03917479581928,10.008724453831407,1.288408803818195,74.18954503133999,14.228147890055205,1.325137080323677,35.02836142688151,2.1423824119802983,0.9764235241424133,37.72071007498421,2.1429041816856587,1.3860376932606244
36.05215321614095,6.011406313952941,2.1394888334577864,74.37275063373495,7.067445880109876,3.08297116082846,35.10361562501253,1.027532068832927,0.8935354282363008,37.944029252777554,2.440280560110234,1.026741386449154
15.69248812217025,12.775965984212581,7.0535271776621205,37.18650852391671,22.387900790128658,12.14567977709988,29.040636355173742,1.8986688254967086,0.8536893251098706,32.240615707126786,2.812434116962881,1.4137512245698212
20.502112977554866,13.252997978551983,3.269593161668756,42.673339793044505,26.408969259365723,5.548814864292941,10.53801171596244,1.6709504395514945,1.3406795278567314,10.550388275403769,2.7094068585288182,1.669963041229649
28.021040793786646,8.0101831000053,6.66483324126405,57.59704231015291,14.362632895458603,13.967793363067146,24.45825689573509,1.5435717558397049,1.3533428861310115,24.646038747623457,2.100316568097587,1.6843819448581647
42.043344175694024,1.3462942859675717,1.2920984883571422,79.71386192122417,3.1851913924264337,2.9805846049726754,40.05938542644948,1.5250406179781495,1.1188256826088174,42.17486959030429,2.6130403388575227,1.552120933280028
18.258845066426645,18.031004459205903,2.9060923088010693,43.898771020785276,28.899953391427967,6.161033758997131,20.014164378576346,2.5548778273329242,1.7445686910353464,22.796437886040366,2.918177723528957,2.0570847860654
30.965152235650045,10.138811622576172,1.864978258954246,62.93483290533179,15.972874912392154,7.2793779179635285,10.050363010317371,2.3494079785444097,1.317179731270751,10.088354082675783,3.28649112834568,2.207435728057378
36.03354342281238,10.009047286052079,1.1417611282562488,71.10914464306015,18.0435519433465,1.9554416100132266,32.033644239077574,2.299444967364813,1.2863147086066886,34.035296599002386,3.747810835516867,2.3357046644354242
14.290637815662127,11.539888915361429,9.882028811165284,26.97858542848536,20.21175364358695,19.247618434635886,24.03870026243441,1.688028868226819,0.9563277599778713,24.378685721404988,1.6943913804356263,1.5754479129554193
45.034624730003834,1.6782418999713928,0.7259691891879789,86.57843656288587,2.4660938470872993,1.0547335715890567,41.04966006034791,1.8877969831836834,1.2302079850825178,42.36060561183027,2.1015378347139517,1.7109346045190779
23.05273950033643,12.596591680840117,4.829080337764459,48.35414905563389,24.53129420081401,9.963882750397188,19.413872197899302,1.7671289621558814,1.44917901227342,22.47671636352342,1.7698818214251568,1.4532696177980133
37.024943812834636,9.010453499859505,1.165191219236335,79.12795566524822,10.017989206480989,1.8684292761299146,35.037474813300165,1.9559202197611665,0.9900299920270482,36.176239647205975,2.5545737364112844,1.25301215794844
