source,precision,precision,recall,recall,f1-score,f1-score,support,support,source,source
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.2688888888888889,0.28911584335151846,0.475,0.5057363253408151,0.34256012322379403,0.36622414862763064,219.55,42.754486944017394,1.0,0.0
2,0.32130555555555557,0.1816122944151847,0.5625,0.30355796134747626,0.40767878541185826,0.22505264861745553,227.4125,28.25068356332059,2.0,0.0
3,0.3004259259259259,0.15827638024243262,0.525,0.2709853288151379,0.38134397755991073,0.198928412894144,225.21666666666664,21.166353722701746,3.0,0.0
4,0.2903194444444444,0.15817437852522878,0.50625,0.27437282795121815,0.3681390571534027,0.1994886771388179,224.61875,22.591976359613458,4.0,0.0
