source,precision,precision,recall,recall,f1-score,f1-score,support,support,source,source
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.2477777777777778,0.2950304870474113,0.425,0.5006406152531232,0.31215324537715267,0.36925917473944003,221.9,46.84113905203744,1.0,0.0
2,0.27941666666666665,0.18547697595744797,0.5,0.3202563076101743,0.35768416039913986,0.23345229532030096,227.325,25.975962754547535,2.0,0.0
3,0.27359259259259255,0.1610049469560527,0.475,0.29125428722863433,0.3463565169911228,0.206438568287113,223.26666666666665,21.493549022268283,3.0,0.0
4,0.28590277777777773,0.1331964330127929,0.49375,0.236748135129254,0.36112297677642624,0.16951979367082923,226.175,19.538194021992556,4.0,0.0
