source,precision,precision,recall,recall,f1-score,f1-score,support,support,source,source
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.32966666666666666,0.2919697868648604,0.575,0.5006406152531231,0.41768498826243483,0.3660637333173372,228.1,46.84113905203744,1.0,0.0
2,0.27425,0.17641211346308266,0.5,0.3202563076101743,0.35341240735231944,0.22609758756145348,222.675,25.975962754547535,2.0,0.0
3,0.3024444444444444,0.16665279672159708,0.525,0.29125428722863433,0.3830312500271892,0.2113157149328088,226.7333333333333,21.493549022268283,3.0,0.0
4,0.28954166666666664,0.13738864307144985,0.50625,0.236748135129254,0.36765778573824215,0.17319933290586503,223.825,19.538194021992556,4.0,0.0
