precision,recall,f1-score,support,status,source
0.0,0.0,0.0,61.0,on,1
0.4,0.5,0.4444444444444445,84.5,on,2
0.5733333333333334,0.33771929824561403,0.2877277760998691,77.33333333333333,on,3
0.2866666666666667,0.5,0.36430405660207954,78.25,on,4
0.484,0.6026315789473684,0.3906816619145387,69.8,on,5
0.3444444444444444,0.5,0.40555392613658164,84.83333333333333,on,6
0.2942857142857143,0.42857142857142855,0.34633435667871487,88.0,on,7
0.40166666666666667,0.625,0.4885303071759226,85.375,on,8
