pre,post,diff,pre_joint,post_joint,diff_joint,pre_exc_enc,pre_inh_enc,post_exc_enc,post_inh_enc
41.549829592614934,36.46393446585758,26.326551824358997,80.57265129635836,39.92326008817854,72.26590321437422,10.583005244258363,8.717797887081348,10.583005244258363,8.717797887081348
37.304887458355516,36.91024199905878,33.16214267489868,78.19899377915857,40.41441747128132,75.2733943095556,10.198039027185569,9.591663046625438,10.198039027185569,9.591663046625438
37.39503903325574,34.6500575135282,27.027882343476357,64.01548966502365,39.77366694596083,59.56968598415544,10.583005244258363,9.16515138991168,10.583005244258363,9.16515138991168
34.36516772929197,38.32085747421879,19.503094190819873,58.95438208116516,42.88031844031294,53.847047466482586,10.770329614269007,9.797958971132712,10.770329614269007,9.797958971132712
38.76643850529449,35.967421761374034,25.470195098342245,69.09218303564354,39.43451429913901,61.234976578749546,9.591663046625438,9.591663046625438,9.591663046625438,9.591663046625438
34.907763748550344,38.179418120488684,19.5682212953325,60.055807368720764,42.942950680038955,53.55447725841705,8.717797887081348,10.392304845413264,8.717797887081348,10.392304845413264
36.49222444319642,35.11865345069172,20.946948959546354,65.72963670392988,39.0467049637113,60.003847925035814,10.198039027185569,9.16515138991168,10.198039027185569,9.16515138991168
41.040560336287506,37.53673081721814,28.230561308090696,71.72916447193336,41.66673358717825,65.35964554166087,11.313708498984761,10.198039027185569,11.313708498984761,10.198039027185569
44.115262664307686,36.948337680979776,28.973707582931418,82.87923839905697,40.59177386838722,74.68810478000752,10.392304845413264,8.94427190999916,10.392304845413264,8.94427190999916
32.799652060322785,34.984661128047286,20.576887114094923,58.32581626708659,41.79052153237877,53.64716761815285,9.797958971132712,8.48528137423857,9.797958971132712,8.48528137423857
37.28557547659012,36.87696534149536,22.25504947401662,62.881024235873284,41.01390261347262,55.57649537871361,11.661903789690601,9.797958971132712,11.661903789690601,9.797958971132712
31.056807591178963,34.447517210106476,25.176884330226173,59.45631373059328,39.520709536936195,58.537145087473164,10.198039027185569,8.717797887081348,10.198039027185569,8.717797887081348
34.97805707853047,35.11213723122363,29.05681067892172,68.63558657388452,39.98505599037788,65.70023380390317,11.832159566199232,9.16515138991168,11.832159566199232,9.16515138991168
36.2521262084008,38.864084021315655,20.62099863786981,62.266675061164854,45.46611441068544,55.5674065903944,10.770329614269007,9.16515138991168,10.770329614269007,9.16515138991168
38.646118640939996,37.032236468052304,27.04186843834282,77.59941629662077,41.23281057929122,71.87993678670821,9.797958971132712,7.745966692414834,9.797958971132712,7.745966692414834
49.33623495779406,35.860032923060274,38.05216727882683,85.93134650134918,39.494122894260805,78.777531027803,10.583005244258363,9.16515138991168,10.583005244258363,9.16515138991168
34.169967869354664,37.65394648656318,20.1218518472373,59.42346167485906,43.527321963839114,55.2968926532111,10.0,9.797958971132712,10.0,9.797958971132712
37.58272614462291,37.669939599415436,27.136341625926015,64.68140408807541,40.86627804098286,59.11222091442879,10.198039027185569,10.0,10.198039027185569,10.0
40.52883799323527,39.942483147778226,39.88821356207813,76.63943268820847,45.96010995042762,77.63063638526532,10.583005244258363,8.94427190999916,10.583005244258363,8.94427190999916
39.66267268626248,36.21929977840175,23.948962723878605,74.65113609512187,40.69567004241456,67.77404469656776,10.0,10.0,10.0,10.0
35.65681828849107,14.802676333039011,37.825572142495055,62.10481108533068,16.51358118970262,63.60544605644771,11.661903789690601,8.94427190999916,11.661903789690601,8.94427190999916
35.50873836717879,29.125301412975233,30.970768489739815,69.41254350767576,31.84574681832803,66.74333499419001,8.94427190999916,8.94427190999916,8.94427190999916,8.94427190999916
51.34974999067541,47.795488899818615,24.006034260867427,93.43062030539843,49.368636938143226,81.13838251141738,10.0,9.591663046625438,10.0,9.591663046625438
33.340969867499,22.101354173780997,30.25752535027625,63.96754764704606,23.01816351412725,62.41502621737678,10.0,9.38083151964686,10.0,9.38083151964686
50.80819038682944,48.02213712293323,24.52850153646352,91.5060221579263,51.1519498623204,78.2694581084599,11.489125293076057,9.797958971132712,11.489125293076057,9.797958971132712
44.23538927438036,40.93057283424876,26.45476032138459,82.83120191432664,41.82412106485131,74.1075804363323,11.313708498984761,9.38083151964686,11.313708498984761,9.38083151964686
34.41034415235894,29.179835619868708,31.88108502128998,65.03010340111068,30.95867288595764,64.5203893038478,10.198039027185569,10.0,10.198039027185569,10.0
30.030276794237675,19.380531898377384,31.05202236689776,56.34534511672725,21.01087755968441,57.144166426178415,11.135528725660043,9.16515138991168,11.135528725660043,9.16515138991168
44.87230598304477,42.633652673890104,25.366970175397217,84.42137239046552,45.88548307605645,74.47540006553386,10.198039027185569,9.16515138991168,10.198039027185569,9.16515138991168
38.08331085877118,34.58680045171514,26.65637430164009,76.94558362968239,36.070713359325055,70.99618716310607,10.954451150103322,10.0,10.954451150103322,10.0
43.30278116009791,43.916604957463264,29.155453742004383,79.4133075892171,46.09583437650535,71.40434986234416,9.797958971132712,9.38083151964686,9.797958971132712,9.38083151964686
31.573507738926203,27.73876757379237,31.062065528294752,59.88704302771256,30.29854303587071,59.742194041309894,10.770329614269007,10.198039027185569,10.770329614269007,10.198039027185569
48.50016787086954,46.03704174560553,24.98607542473515,90.94145223828573,49.40873874228931,78.79235235165376,11.489125293076057,8.94427190999916,11.489125293076057,8.94427190999916
28.783116755376607,20.845885448491774,30.188621470779093,53.110819850629376,23.36512427845975,54.243861564042824,10.198039027185569,9.38083151964686,10.198039027185569,9.38083151964686
39.82681011476998,16.581949949548815,40.82035774156349,65.2208476513881,18.35849316980397,66.28828247754576,10.583005244258363,10.198039027185569,10.583005244258363,10.198039027185569
50.08204158999468,47.816283275653305,23.317206110772872,93.30187246970182,50.78037584698808,80.61210362625478,11.489125293076057,9.591663046625438,11.489125293076057,9.591663046625438
41.604321696290256,34.25227574456857,30.731453783161673,79.76691425790139,34.767110848860035,74.93422287804255,10.198039027185569,9.38083151964686,10.198039027185569,9.38083151964686
37.06391178499559,38.16827554789883,41.07787810038434,67.80423190199198,42.101055727466765,71.32197106658161,11.661903789690601,9.16515138991168,11.661903789690601,9.16515138991168
33.4432567508375,26.555050524999746,27.86074640752767,62.32113131852504,29.01188379046586,59.261094379175894,11.135528725660043,9.38083151964686,11.135528725660043,9.38083151964686
35.95575998795876,29.077909252640666,35.536257703863534,70.35536310369027,31.880342944973847,69.64798859679222,10.583005244258363,10.583005244258363,10.583005244258363,10.583005244258363
43.247572732898234,49.242431434741746,32.42118590972446,88.21123914413751,50.83681346562439,83.5247756328026,10.392304845413264,10.0,10.392304845413264,10.0
35.948714470058334,20.231120693785925,34.418532020201766,68.31009510213958,21.448885568373093,67.54883290433109,9.16515138991168,8.0,9.16515138991168,8.0
43.10523231772877,48.967560236174,32.191718092252344,86.94894183323233,52.10498317937354,81.04374752663857,10.392304845413264,10.198039027185569,10.392304845413264,10.198039027185569
40.79537081327982,40.523526180840335,33.074194368904514,80.09069509584752,41.50677631679893,76.19531743926878,10.198039027185569,9.797958971132712,10.198039027185569,9.797958971132712
